Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
El Salvador,SLV,GDP (current LCU),NY.GDP.MKTP.CN,625600000,636240000,706080000,746159936,822439936,877719961.6,929520025.6,976199987.2,1009760051,1049400013,1132920013,1186119987,1263720038,1442319974,1665879962,1884120064,2328280064,2941640090,3127959962,3463639859,3573959885,3437200179,3399189150,3506347772,3661683396,3800368587,3771663198,3958045811,4189880000,4372215335,4800907895,5310996633,5954671446,6937988506,8085554286,9500491429,10315542857,11134716450,12008418171,12464655104,13134147768,13812744074,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21427900000,23054100000,
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,625600000,636240000,706080000,746159936,822439936,877719961.6,929520025.6,976199987.2,1009760051,1049400013,1132920013,1186119987,1263720038,1442319974,1665879962,1884120064,2328280064,2941640090,3127959962,3463639859,3573959885,3437200179,3399189150,3506347772,3661683396,3800368587,3771663198,3958045811,4189880000,4372215335,4800907895,5310996633,5954671446,6937988506,8085554286,9500491429,10315542857,11134716450,12008418171,12464655104,13134147768,13812744074,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21427900000,23054100000,
El Salvador,SLV,GNI (constant 2000 US$),NY.GNP.MKTP.KD,3995642912,4136128978,4627461129,4824366067,5275149415,5550164146,5953376292,6269031457,6476786900,6702464839,6901552704,7165471980,7594748430,7953887996,8304212811,8544250938,9099982748,9676123769,10126381056,9754373094,8503644486,7582828414,7064975927,7160480581,7260798543,7346879551,7347765870,7543107472,7696573380,7778974172,8202956137,8481170262,9183124126,9832789861,10485873142,11185894668,11390190297,11804150193,12259384187,12560977719,12881047768,13098685032,13358105521,13586130065,13829973239,14327124997,14968132485,15557985771,15835516432,15206975548,15434986457,15632593671,
El Salvador,SLV,GNI (constant LCU),NY.GNP.MKTP.KN,2288828285,2369303064,2650753371,2763546631,3021769325,3179306300,3410278733,3591095809,3710104576,3839379904,3953423612,4104604766,4350507641,4556233932,4756910861,4894412150,5212752581,5542784041,5800705391,5587607683,4871151514,4343679486,4047037507,4101745538,4159210780,4208520653,4209028365,4320926098,4408836133,4456037865,4698907895,4858277581,5260378543,5632527242,6006633617,6407627676,6524654553,6761783631,7022555793,7195317929,7378663988,7503333369,7651937477,7782557014,7922237953,8207021911,8574210898,8912097168,9071075345,8711027618,8841639344,8954834890,
El Salvador,SLV,GNI (current LCU),NY.GNP.MKTP.CN,621679936,632119936,700959936,740359936,816239936,869919948.8,922119987.2,967119974.4,1000760013,1040000000,1123320013,1175480013,1251040051,1426240000,1631119974,1843800064,2313040077,2913959936,3075680051,3423200051,3490159821,3337200026,3279999906,3375638516,3527888152,3683654624,3654968589,3835248993,4069280858,4250907569,4698907895,5189696633,5857971446,6809288506,7980754286,9403691429,10220242857,10971416450,11845418171,12182555104,12881047768,13547044074,13983300000,14623600000,15340400000,16603500000,18113200000,19648600000,21042000000,20104900000,20877300000,22421800000,
El Salvador,SLV,GNI (current US$),NY.GNP.MKTP.CD,621679936,632119936,700959936,740359936,816239936,869919948.8,922119987.2,967119974.4,1000760013,1040000000,1123320013,1175480013,1251040051,1426240000,1631119974,1843800064,2313040077,2913959936,3075680051,3423200051,3490159821,3337200026,3279999906,3375638516,3527888152,3683654624,3654968589,3835248993,4069280858,4250907569,4698907895,5189696633,5857971446,6809288506,7980754286,9403691429,10220242857,10971416450,11845418171,12182555104,12881047768,13547044074,13983300000,14623600000,15340400000,16603500000,18113200000,19648600000,21042000000,20104900000,20877300000,22421800000,
El Salvador,SLV,"Population, total",SP.POP.TOTL,2773095,2859302,2951387,3047718,3146076,3244774,3342957,3440705,3538389,3636782,3736311,3836884,3937757,4037935,4136133,4231358,4323383,4412237,4497535,4578922,4656263,4729467,4798918,4865611,4930893,4995888,5060307,5124240,5189565,5258654,5332842,5413269,5498489,5584047,5663820,5733401,5791403,5839103,5878097,5911094,5940305,5966027,5988233,6008523,6028792,6050513,6074487,6100868,6129628,6160423,6192993,6227491,
El Salvador,SLV,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,20.09,,,,20.42,20.12,,20.86,21.26,,20.96,21.25,21.47,21.76,21.27,20.72,20.85,20.97,20.67,,,
El Salvador,SLV,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.98,,41.38,,,,38.79,39.58,,40.53,38.65,,39.84,39.04,37.42,36.14,37.5,35.94,36.13,35.77,37,,,
El Salvador,SLV,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.99,,57.59,,,,54.36,55.72,,57.46,55.7,,56.84,56.33,54.32,52.93,54.22,51.65,52.04,52.12,53.09,,,
El Salvador,SLV,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,0.55,,,,1.11,1.06,,0.38,0.5,,0.43,0.49,0.58,0.76,0.73,1.63,1.28,1.58,1.03,,,
El Salvador,SLV,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,2.57,,,,3.73,3.45,,2.02,2.5,,2.27,2.34,2.74,3.21,3,4.61,4.19,4.51,3.71,,,
El Salvador,SLV,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47,,7.44,,,,8.37,8.02,,7.07,7.65,,7.27,7.34,8.09,8.54,8.18,9.23,9.18,8.93,8.83,,,
El Salvador,SLV,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47,,12.31,,,,13.12,12.69,,12.59,12.89,,12.66,12.74,13.38,13.56,13.33,13.79,13.74,13.47,13.7,,,
El Salvador,SLV,Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4872,756,87,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1320788,117.2772815,112.5686599,94.99673108,65.04718078,59.77807537,60.17404883,47.34284721,55.85399274,64.63981507,62.44098641,64.66389672,57.31971254,51.86285367,70.88798935,66,,
El Salvador,SLV,"Internally displaced persons (number, high estimate)",VC.IDP.TOTL.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"Internally displaced persons (number, low estimate)",VC.IDP.TOTL.LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"Losses due to theft, robbery, vandalism, and arson (% sales)",IC.FRM.CRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,,,2.58,,,,1.55,,
Equatorial Guinea,GNQ,GINI index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,GDP (constant 2000 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,194293740.8,189765615.7,198185017.8,203447349.5,200946619.4,207499790.5,205141003.7,227081762,241379315.6,253727370.2,289915456.2,374402170.2,640931532.3,781365388.1,1105213630,1254223037,2030554290,2425757701,2764278260,3814668806,4186550477,4239290429,5148299307,5697997258,6024744206,5979285835,6403432391,
Equatorial Guinea,GNQ,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,1.38333E+11,1.35109E+11,1.41104E+11,1.4485E+11,1.4307E+11,1.47736E+11,1.46056E+11,1.61678E+11,1.71857E+11,1.80649E+11,2.06414E+11,2.66567E+11,4.5633E+11,5.56317E+11,7.8689E+11,8.92982E+11,1.44571E+12,1.72709E+12,1.96811E+12,2.71597E+12,2.98074E+12,3.01829E+12,3.66549E+12,4.05686E+12,4.2895E+12,4.25713E+12,4.55912E+12,
Equatorial Guinea,GNQ,GDP (current LCU),NY.GDP.MKTP.CN,,,2235200000,2656000000,3114899968,3884900000,4146600000,4459600000,4726000000,4705800000,4643200000,4511800000,4205200000,4730900000,5431800000,5987300000,6934700000,7899100000,,,,,,,,35757201887,34231899857,35978623463,37887153270,35731257143,35975487657,36842272048,40811001308,43077235522,69813716964,81850645380,1.3253E+11,2.90517E+11,2.689E+11,5.369E+11,8.92982E+11,1.27264E+12,1.49627E+12,1.71591E+12,2.76866E+12,4.33436E+12,5.02141E+12,6.02675E+12,8.25018E+12,5.77608E+12,7.18175E+12,9.33814E+12,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.679,10840095.29,12712471.29,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,,,,,,79591332.16,98848991.08,119715252.7,127202126.1,112006699.3,132136515.3,130595413.3,154184144.9,152130369.8,125745167.4,163980056.9,259074043.4,497741982,455800102.9,872015592,1254223037,1736112613,2146760325,2952360964,5240842261,8217298404,9603185319,12574935590,18423594509,12232619308,14500472162,19789801404,
Equatorial Guinea,GNQ,GNI (constant 2000 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884033381.1,,,,,,,,,,,,
Equatorial Guinea,GNQ,GNI (constant LCU),NY.GNP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29414E+11,,,,,,,,,,,,
Equatorial Guinea,GNQ,GNI (current LCU),NY.GNP.MKTP.CN,,,2235200000,2656000000,3114899968,3884900000,4146600000,4459600000,4726000000,4705800000,4680300000,4541200000,4194000000,4742800000,5452800000,6010400000,6961400000,7929400000,,,,,,,,33825201887,32194899857,34023623463,35525153270,33224257143,33628596064,34370359673,39237023551,42477307838,64253716964,76400645380,1.0423E+11,2.42717E+11,2.389E+11,2.565E+11,6.29414E+11,6.32314E+11,8.09481E+11,8.08926E+11,1.22115E+12,2.20109E+12,2.73114E+12,3.20044E+12,5.13678E+12,4.28989E+12,4.62504E+12,6.16512E+12,
Equatorial Guinea,GNQ,GNI (current US$),NY.GNP.MKTP.CD,,,9122751.679,10840095.29,12712471.29,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66861428.57,65370165.11,65254936.13,81407483.69,94523896.2,104698033.3,104052135.2,104386403.7,,,,,,,,75290927.05,92966892.93,113210186.7,119271959.9,104148011.5,123516477.1,121833184.5,148237649.9,150011681.9,115730758.2,153061495.3,203752199.3,415846390.3,404948473.7,416598993,884033381.1,862591812.1,1161398013,1391819587,2311538275,4172942239,5223172839,6677782014,11471018671,9085173287,9338294833,13065403942,
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,252115,255100,257941,260991,264745,269429,275472,282446,288703,292015,290907,284913,274893,262377,249569,238240,228534,220448,215415,215116,220582,232676,250712,272217,293701,312634,328119,340825,351694,362325,373887,386536,399843,413730,428005,442527,457321,472486,488039,504001,520380,537195,554429,571999,589794,607739,625777,643936,662327,681115,700401,720213,
Equatorial Guinea,GNQ,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,
Equatorial Guinea,GNQ,"Internally displaced persons (number, high estimate)",VC.IDP.TOTL.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Internally displaced persons (number, low estimate)",VC.IDP.TOTL.LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Losses due to theft, robbery, vandalism, and arson (% sales)",IC.FRM.CRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GINI index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP (constant 2000 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429588978.5,487389152.3,590820007.4,607707881.3,663974581.1,716486235.6,729186545.9,729284845.5,633600000,768210748.9,791298774.8,770285714.3,781506493.5,801558441.6,793870129.9,805194805.2,726337662.3,754493506.5,771116883.1,838337662.3,
Eritrea,ERI,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134793918,4691120591,5686642572,5849188358,6390755343,6896180017,7018420504,7019366638,6098400000,7394028458,7616250708,7414000000,7522000000,7715000000,7641000000,7750000000,6991000000,7262000000,7422000000,8069000000,
Eritrea,ERI,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186700000,2446600000,3275200000,3699300000,4408600000,4942660000,5488488960,5616500000,6098400000,7776357814,9428485731,12077000000,15291000000,16880000000,18622000000,20264000000,21220000000,28547000000,32549000000,40109000000,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467876293.7,531688311.7,578015625,693535954.2,686494476.1,745526149.5,688921325.7,633600000,687595191.1,675480057,870232528,1109048051,1098393404,1211186992,1317983740,1380162602,1856715447,2117008130,2608715447,
Eritrea,ERI,GNI (constant 2000 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429588978.5,487389152.3,591036179.7,615354934.4,656692058.5,713237652.1,733432002.1,735624348.7,634075657.8,765654934.6,784599936,762067539,771334134,794940273.6,787643552.1,800356420.2,,,,,
Eritrea,ERI,GNI (constant LCU),NY.GNP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4134793918,4691120591,5688723229,5922791244,6320661063,6864912401,7059283020,7080384357,6102978206,7369428746,7551774384,7334900063,7424091039,7651300134,7581069189,7703430544,,,,,
Eritrea,ERI,GNI (current LCU),NY.GNP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186700000,2446600000,3276432000,3747620000,4359653410,4919800464,5520201890,5666215000,6102978206,7749693870,9343302835,11942876154,15080051250,16735541740,18488237500,20153300000,21038575000,28281012500,32243037500,39731973059,
Eritrea,ERI,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467876293.7,531888311.7,585565625,685835954.2,683319476.1,749833859.5,695019380.3,634075657.8,685237532.2,669377343.5,860567964.5,1093748051,1088993404,1202486992,1310783740,1368362602,1839415447,2097108130,2584193370,
Eritrea,ERI,"Population, total",SP.POP.TOTL,1423599,1459988,1497855,1537105,1577613,1619301,1662247,1706539,1752123,1798934,1847000,1896028,1946213,1998632,2054727,2115400,2181178,2251397,2324290,2397387,2468902,2537333,2602966,2667868,2735121,2806456,2884388,2967048,3046674,3112654,3158295,3180430,3184019,3180541,3186063,3212503,3263016,3335157,3428264,3539885,3667576,3812473,3973973,4145500,4318343,4486155,4645837,4798561,4947521,5097998,5253676,5415280,
Eritrea,ERI,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,10,32203,25000,,,57,,,,,,,,,
Eritrea,ERI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,
Eritrea,ERI,"Internally displaced persons (number, high estimate)",VC.IDP.TOTL.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000,58180,58000,59000,50509,45000,32000,,10000,10000,,
Eritrea,ERI,"Internally displaced persons (number, low estimate)",VC.IDP.TOTL.LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,,,,,,
Eritrea,ERI,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Losses due to theft, robbery, vandalism, and arson (% sales)",IC.FRM.CRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Estonia,EST,GINI index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.97,,,,,39.5,,30.06,,,37.64,,37,36.9,36.81,35.78,36,,,,,,,,
Estonia,EST,GDP (constant 2000 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104911009,4346685997,4856828570,5187563539,5173492088,5675174662,6031668953,6427372284,6926482597,7365818095,8017950552,8827550545,9488928631,9140619358,7837361481,8014762097,8626739894,
Estonia,EST,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724660764,6061837328,6773276179,7234515289,7214891408,7914532044,8411694802,8963538028,9659591419,10272283554,11181739832,12310798490,13233148615,12747400586,10929892431,11177293250,12030750311,
Estonia,EST,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767363071,3637634632,4480687994,5032292008,5358477248,6159834578,6970869119,7776305216,8718898331,9685274156,11181739832,13390769380,16069402998,16304208850,13839563715,14305263955,15973000180,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776938817,4727884887,5052078018,5593921752,5709010492,5675174662,6237914200,7318186727,9840743037,12025943710,13905561150,16798495348,21993658964,23882826894,19225808565,18822715730,22184722472,
Estonia,EST,GNI (constant 2000 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096241775,4351689286,4730467534,5117749674,5095068280,5489651877,5785641631,6157890585,6558190199,6997991974,7693214949,8336273096,8809561865,8610403231,7592716289,7599838155,8180335704,
Estonia,EST,GNI (constant LCU),NY.GNP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727178380,6084333437,6613923903,7155404124,7123692034,7675380818,8089220189,8609681695,9169362354,9784273131,10756302180,11655396745,12317127510,12038672993,10615789538,10625747006,11437372196,
Estonia,EST,GNI (current LCU),NY.GNP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768730781,3652628305,4364963172,4972068061,5284844638,5958468147,6686711538,7456516891,8267073781,9219627567,10756302180,12690728684,15003665242,15432095861,13443326841,13591959933,15162432059,
Estonia,EST,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3778805488,4747372375,4921595639,5526976502,5630561089,5489651877,5983634486,7017237804,9330783049,11447762899,13376488808,15920306049,20535019041,22605333227,18675359545,17884157807,21058933415,
Estonia,EST,"Population, total",SP.POP.TOTL,1215650,1230050,1245700,1261350,1277000,1291050,1304650,1319350,1334050,1348740,1362295,1376955,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1375654,1369515,1364101,1358644,1353557,1349290,1346097,1343547,1341672,1340675,1340271,1340161,1340000,
Estonia,EST,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.64,,,,,21.34,,23.39,,,21.61,,22.12,21.93,22.19,22.35,22.18,,,,,,,,
Estonia,EST,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41,,,,,31.35,,22.71,,,29.76,,28.65,28.89,28.41,27.59,27.97,,,,,,,,
Estonia,EST,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.66,,,,,46.29,,38.21,,,45.12,,44.05,44.18,43.94,42.85,43.18,,,,,,,,
Estonia,EST,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,2.5,,3.37,,,2.99,,2.69,2.84,2.75,2.63,2.71,,,,,,,,
Estonia,EST,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99,,,,,6.41,,8.07,,,6.99,,6.64,6.86,6.72,6.71,6.8,,,,,,,,
Estonia,EST,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79,,,,,10.81,,12.87,,,10.96,,11.29,11.27,11.27,11.73,11.64,,,,,,,,
Estonia,EST,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,,,,,15.15,,17.46,,,15.32,,15.9,15.76,15.88,16.36,16.2,,,,,,,,
Estonia,EST,Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.07491445,15.07332043,12.68539925,14.09652089,11.37712488,10.43225273,10.05266274,10.46700535,10.87314297,6.748494011,8.396137182,6.770641901,6.925450136,6.258638225,5.2,,,
Estonia,EST,"Internally displaced persons (number, high estimate)",VC.IDP.TOTL.HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Internally displaced persons (number, low estimate)",VC.IDP.TOTL.LE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Losses due to theft, robbery, vandalism, and arson (% sales)",IC.FRM.CRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.47,,,,0.85,,,
Ethiopia,ETH,GINI index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,32.42,,,,,,,,,,,,,39.96,,,,,30,,,,,29.83,,,,,,,
Ethiopia,ETH,GDP (constant 2000 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,5147105049,5194255336,5622006404,5461892870,4853203035,5322089427,6059709673,6090215653,6068236779,6233682738,5788766563,5286719782,5981544745,6172368103,6550580457,7364550133,7595359798,7332697407,7711240982,8179533779,8858552229,8992734183,8798393780,9992543572,11173546750,12384159131,13802890302,15292022591,16638100822,18291486355,19626589434,
Ethiopia,ETH,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,41939549402,42323738530,45809132138,44504497896,39544782259,43365353981,49375618096,49624186372,49445098503,50793182312,47167924281,43077155674,48738716026,50293579499,53375322640,60007695815,61888375000,59748154000,62832596000,66648331000,72181097000,73274436000,71690915000,81421065000,91044094000,1.00908E+11,1.12468E+11,1.24602E+11,1.3557E+11,1.49042E+11,1.59921E+11,
Ethiopia,ETH,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,15047121810,15833455759,17600682146,16631941065,19476123253,20231661307,21625680247,22409640456,23575790915,25010934256,27658194750,29182885421,37434994720,39761400674,47559738000,53597260000,57776000000,55534000000,58788000000,66648000000,68027000000,66556600000,73432219783,86660951439,1.06473E+11,1.31641E+11,1.71989E+11,2.48302E+11,3.35392E+11,3.82939E+11,5.11157E+11,
