GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC25,HC02_VC25,HC03_VC25,HC04_VC25,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC46,HC02_VC46,HC03_VC46,HC04_VC46,HC01_VC47,HC02_VC47,HC03_VC47,HC04_VC47,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98
0500000US18005,18005,"Bartholomew County, Indiana",76855,*****,76855,(X),38294,464,49.8,0.6,38561,464,50.2,0.6,5668,612,7.4,0.8,5781,959,7.5,1.2,4503,1030,5.9,1.3,5387,555,7.0,0.7,3856,365,5.0,0.5,10166,729,13.2,0.9,10543,600,13.7,0.8,10861,385,14.1,0.5,4612,832,6.0,1.1,4642,749,6.0,1.0,5849,267,7.6,0.2,3744,592,4.9,0.8,1243,488,1.6,0.6,37.4,1.0,(X),(X),57504,*****,74.8,*****,54398,630,70.8,0.8,13231,730,17.2,0.9,10836,383,14.1,0.5,57504,*****,57504,(X),28159,305,49.0,0.5,29345,304,51.0,0.5,10836,383,10836,(X),4540,267,41.9,1.5,6296,383,58.1,1.5,76855,*****,76855,(X),75971,366,98.8,0.5,884,366,1.2,0.5,75971,366,98.8,0.5,70460,1067,91.7,1.4,998,410,1.3,0.5,400,667,0.5,0.9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2910,289,3.8,0.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,267,0.0,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1203,905,1.6,1.2,884,366,1.2,0.5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76855,*****,76855,(X),71268,1117,92.7,1.5,1582,352,2.1,0.5,N,N,N,N,3113,248,4.1,0.3,N,N,N,N,1237,899,1.6,1.2,76855,*****,76855,(X),4832,*****,6.3,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,72023,*****,93.7,*****,66911,267,87.1,0.2,998,410,1.3,0.5,60,97,0.1,0.1,2910,289,3.8,0.4,0,267,0.0,0.2,260,352,0.3,0.5,884,366,1.2,0.5,34,59,0.0,0.1,850,350,1.1,0.5,33105,726,(X),(X)
0500000US18019,18019,"Clark County, Indiana",110610,*****,110610,(X),53813,678,48.7,0.6,56797,678,51.3,0.6,7391,241,6.7,0.2,7424,1005,6.7,0.9,6779,927,6.1,0.8,7245,846,6.6,0.8,6167,761,5.6,0.7,16191,591,14.6,0.5,15080,679,13.6,0.6,16350,410,14.8,0.4,7164,1064,6.5,1.0,6672,1089,6.0,1.0,8150,363,7.4,0.3,4733,475,4.3,0.4,1264,470,1.1,0.4,37.7,0.6,(X),(X),84549,259,76.4,0.2,80695,737,73.0,0.7,17933,839,16.2,0.8,14147,421,12.8,0.4,84549,259,84549,(X),40635,365,48.1,0.4,43914,398,51.9,0.4,14147,421,14147,(X),5871,261,41.5,1.8,8276,395,58.5,1.8,110610,*****,110610,(X),108161,764,97.8,0.7,2449,764,2.2,0.7,108161,764,97.8,0.7,99099,369,89.6,0.3,7846,712,7.1,0.6,0,267,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,997,288,0.9,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,267,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,219,237,0.2,0.2,2449,764,2.2,0.7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,110610,*****,110610,(X),101461,747,91.7,0.7,9260,190,8.4,0.2,668,267,0.6,0.1,1194,56,1.1,0.1,N,N,N,N,440,295,0.4,0.3,110610,*****,110610,(X),5394,*****,4.9,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,105216,*****,95.1,*****,94077,197,85.1,0.2,7746,722,7.0,0.7,0,267,0.0,0.1,997,288,0.9,0.3,0,267,0.0,0.1,126,166,0.1,0.1,2270,738,2.1,0.7,113,144,0.1,0.1,2157,692,2.0,0.6,47857,416,(X),(X)
0500000US18035,18035,"Delaware County, Indiana",117669,*****,117669,(X),57124,612,48.5,0.5,60545,612,51.5,0.5,6033,525,5.1,0.4,6732,1321,5.7,1.1,6447,1133,5.5,1.0,10856,585,9.2,0.5,16164,638,13.7,0.5,12899,636,11.0,0.5,12551,458,10.7,0.4,15222,609,12.9,0.5,6936,933,5.9,0.8,6920,884,5.9,0.8,8994,226,7.6,0.2,6222,510,5.3,0.4,1693,479,1.4,0.4,34.7,0.8,(X),(X),94463,419,80.3,0.4,83131,1327,70.6,1.1,21103,867,17.9,0.7,16909,344,14.4,0.3,94463,419,94463,(X),45028,528,47.7,0.5,49435,429,52.3,0.5,16909,344,16909,(X),7275,210,43.0,0.7,9634,211,57.0,0.7,117669,*****,117669,(X),114330,1122,97.2,1.0,3339,1122,2.8,1.0,114330,1122,97.2,1.0,105282,450,89.5,0.4,6661,1122,5.7,1.0,471,340,0.4,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1297,245,1.1,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,267,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,619,430,0.5,0.4,3339,1122,2.8,1.0,1035,594,0.9,0.5,1840,1029,1.6,0.9,265,234,0.2,0.2,118,199,0.1,0.2,117669,*****,117669,(X),108503,1058,92.2,0.9,7895,1128,6.7,1.0,2510,1097,2.1,0.9,1562,85,1.3,0.1,N,N,N,N,619,430,0.5,0.4,117669,*****,117669,(X),2175,*****,1.8,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,115494,*****,98.2,*****,103593,244,88.0,0.2,6661,1122,5.7,1.0,471,340,0.4,0.3,1247,234,1.1,0.2,0,267,0.0,0.1,231,244,0.2,0.2,3291,1112,2.8,0.9,0,267,0.0,0.1,3291,1112,2.8,0.9,52338,901,(X),(X)
0500000US18039,18039,"Elkhart County, Indiana",197646,*****,197646,(X),96752,1171,49.0,0.6,100894,1171,51.0,0.6,16044,223,8.1,0.1,16379,1826,8.3,0.9,14765,1781,7.5,0.9,14639,991,7.4,0.5,12468,1082,6.3,0.5,24270,1320,12.3,0.7,27106,1429,13.7,0.7,26268,1219,13.3,0.6,12898,1233,6.5,0.6,9179,1242,4.6,0.6,12710,571,6.4,0.3,7610,661,3.9,0.3,3310,656,1.7,0.3,35.1,0.5,(X),(X),141458,358,71.6,0.2,133849,838,67.7,0.4,28950,1134,14.6,0.6,23630,571,12.0,0.3,141458,358,141458,(X),68125,626,48.2,0.5,73333,736,51.8,0.5,23630,571,23630,(X),10044,317,42.5,0.6,13586,327,57.5,0.6,197646,*****,197646,(X),194017,1621,98.2,0.8,3629,1621,1.8,0.8,194017,1621,98.2,0.8,171988,3917,87.0,2.0,11533,1352,5.8,0.7,746,322,0.4,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2213,275,1.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,267,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7537,3854,3.8,1.9,3629,1621,1.8,0.8,1928,1209,1.0,0.6,368,338,0.2,0.2,279,275,0.1,0.1,0,267,0.0,0.1,197646,*****,197646,(X),175475,3995,88.8,2.0,13875,442,7.0,0.2,1730,736,0.9,0.4,2492,267,1.3,0.1,N,N,N,N,8306,3971,4.2,2.0,197646,*****,197646,(X),27938,*****,14.1,*****,22433,2232,11.4,1.1,1054,805,0.5,0.4,144,160,0.1,0.1,4307,2182,2.2,1.1,169708,*****,85.9,*****,152509,275,77.2,0.1,11285,1303,5.7,0.7,746,322,0.4,0.2,2213,275,1.1,0.1,0,267,0.0,0.1,215,273,0.1,0.1,2740,1448,1.4,0.7,117,137,0.1,0.1,2623,1440,1.3,0.7,77775,485,(X),(X)
0500000US18043,18043,"Floyd County, Indiana",74679,*****,74679,(X),36378,678,48.7,0.9,38301,678,51.3,0.9,4282,359,5.7,0.5,6054,829,8.1,1.1,4452,842,6.0,1.1,4801,534,6.4,0.7,4973,724,6.7,1.0,8559,320,11.5,0.4,10742,638,14.4,0.9,11754,340,15.7,0.5,5584,724,7.5,1.0,3987,679,5.3,0.9,5211,226,7.0,0.3,1936,2112,2.6,2.8,2344,2105,3.1,2.8,39.1,0.8,(X),(X),56768,*****,76.0,*****,53472,717,71.6,1.0,12126,680,16.2,0.9,9491,234,12.7,0.3,56768,*****,56768,(X),27230,433,48.0,0.8,29538,434,52.0,0.8,9491,234,9491,(X),3992,136,42.1,1.2,5499,193,57.9,1.2,74679,*****,74679,(X),72322,941,96.8,1.3,2357,941,3.2,1.3,72322,941,96.8,1.3,68034,508,91.1,0.7,3051,1075,4.1,1.4,84,136,0.1,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,771,202,1.0,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,267,0.0,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,382,349,0.5,0.5,2357,941,3.2,1.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,74679,*****,74679,(X),70391,1166,94.3,1.6,5058,513,6.8,0.7,326,298,0.4,0.4,959,150,1.3,0.2,N,N,N,N,382,349,0.5,0.5,74679,*****,74679,(X),2009,*****,2.7,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,72670,*****,97.3,*****,66641,267,89.2,0.2,2787,903,3.7,1.2,84,136,0.1,0.2,771,202,1.0,0.3,0,267,0.0,0.2,30,58,0.0,0.1,2357,941,3.2,1.3,0,267,0.0,0.2,2357,941,3.2,1.3,31981,1508,(X),(X)
0500000US18053,18053,"Grant County, Indiana",69975,*****,69975,(X),33960,467,48.5,0.7,36015,467,51.5,0.7,4138,296,5.9,0.4,3898,746,5.6,1.1,4225,762,6.0,1.1,6340,653,9.1,0.9,6150,594,8.8,0.8,6930,402,9.9,0.6,7926,418,11.3,0.6,9666,276,13.8,0.4,5278,721,7.5,1.0,3957,697,5.7,1.0,6315,326,9.0,0.5,3341,430,4.8,0.6,1811,441,2.6,0.6,39.2,0.9,(X),(X),54843,*****,78.4,*****,49674,677,71.0,1.0,13994,667,20.0,1.0,11467,347,16.4,0.5,54843,*****,54843,(X),26055,251,47.5,0.5,28788,251,52.5,0.5,11467,347,11467,(X),4988,258,43.5,1.4,6479,210,56.5,1.4,69975,*****,69975,(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,69975,*****,69975,(X),65528,907,93.6,1.3,4823,911,6.9,1.3,1888,830,2.7,1.2,505,490,0.7,0.7,N,N,N,N,N,N,N,N,69975,*****,69975,(X),2560,*****,3.7,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,67415,*****,96.3,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30437,551,(X),(X)
0500000US18057,18057,"Hamilton County, Indiana",276390,*****,276390,(X),134457,732,48.6,0.3,141933,732,51.4,0.3,21086,347,7.6,0.1,26028,2095,9.4,0.8,24026,2211,8.7,0.8,18112,740,6.6,0.3,10799,919,3.9,0.3,35613,1102,12.9,0.4,47273,1222,17.1,0.4,42416,972,15.3,0.4,12725,1292,4.6,0.5,14208,1264,5.1,0.5,14205,398,5.1,0.1,6432,753,2.3,0.3,3467,689,1.3,0.2,35.5,0.2,(X),(X),192963,291,69.8,0.1,184188,959,66.6,0.3,32470,1322,11.7,0.5,24104,431,8.7,0.2,192963,291,192963,(X),92050,311,47.7,0.2,100913,480,52.3,0.2,24104,431,24104,(X),10511,261,43.6,0.8,13593,303,56.4,0.8,276390,*****,276390,(X),271305,1419,98.2,0.5,5085,1419,1.8,0.5,271305,1419,98.2,0.5,245050,1336,88.7,0.5,10479,1685,3.8,0.6,148,168,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,13726,947,5.0,0.3,4589,1361,1.7,0.5,5839,1931,2.1,0.7,332,534,0.1,0.2,573,630,0.2,0.2,736,505,0.3,0.2,118,190,0.0,0.1,1539,1063,0.6,0.4,102,165,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1800,1537,0.7,0.6,5085,1419,1.8,0.5,2405,1216,0.9,0.4,948,382,0.3,0.1,1222,749,0.4,0.3,0,267,0.0,0.1,276390,*****,276390,(X),249683,1727,90.3,0.6,12942,1449,4.7,0.5,1154,341,0.4,0.1,15400,165,5.6,0.1,N,N,N,N,2252,1743,0.8,0.6,276390,*****,276390,(X),9599,*****,3.5,*****,4265,1535,1.5,0.6,450,445,0.2,0.2,1008,858,0.4,0.3,3876,1405,1.4,0.5,266791,*****,96.5,*****,239214,267,86.5,0.1,9248,1143,3.3,0.4,148,168,0.1,0.1,13726,947,5.0,0.3,102,165,0.0,0.1,39,75,0.0,0.1,4314,1331,1.6,0.5,452,511,0.2,0.2,3862,1272,1.4,0.5,107296,248,(X),(X)
0500000US18059,18059,"Hancock County, Indiana",70250,*****,70250,(X),34516,749,49.1,1.1,35734,749,50.9,1.1,4760,747,6.8,1.1,4989,759,7.1,1.1,5917,822,8.4,1.2,4579,506,6.5,0.7,3284,464,4.7,0.7,7653,183,10.9,0.3,10631,569,15.1,0.8,10983,297,15.6,0.4,4694,820,6.7,1.2,3975,775,5.7,1.1,5132,267,7.3,0.2,2553,418,3.6,0.6,1100,418,1.6,0.6,39.0,1.1,(X),(X),51513,597,73.3,0.8,49186,807,70.0,1.1,10897,665,15.5,0.9,8785,267,12.5,0.2,51513,597,51513,(X),25032,573,48.6,0.8,26481,392,51.4,0.8,8785,267,8785,(X),3971,267,45.2,1.9,4814,267,54.8,1.9,70250,*****,70250,(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,70250,*****,70250,(X),68691,717,97.8,1.0,1819,742,2.6,1.1,530,401,0.8,0.6,770,702,1.1,1.0,N,N,N,N,N,N,N,N,70250,*****,70250,(X),1234,*****,1.8,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,69016,*****,98.2,*****,66069,73,94.0,0.1,550,488,0.8,0.7,150,172,0.2,0.2,583,562,0.8,0.8,0,267,0.0,0.2,42,73,0.1,0.1,1622,610,2.3,0.9,0,267,0.0,0.2,1622,610,2.3,0.9,28182,150,(X),(X)
0500000US18063,18063,"Hendricks County, Indiana",145867,*****,145867,(X),72957,687,50.0,0.5,72910,687,50.0,0.5,10562,538,7.2,0.4,11775,1249,8.1,0.9,10523,1329,7.2,0.9,9847,450,6.8,0.3,7072,603,4.8,0.4,19696,1008,13.5,0.7,21398,713,14.7,0.5,22976,820,15.8,0.6,8800,1152,6.0,0.8,7416,1097,5.1,0.8,9065,418,6.2,0.3,4527,637,3.1,0.4,2210,629,1.5,0.4,36.8,0.6,(X),(X),106332,459,72.9,0.3,102016,773,69.9,0.5,20025,988,13.7,0.7,15802,457,10.8,0.3,106332,459,106332,(X),52428,547,49.3,0.4,53904,371,50.7,0.4,15802,457,15802,(X),6889,254,43.6,0.9,8913,278,56.4,0.9,145867,*****,145867,(X),142996,1252,98.0,0.9,2871,1252,2.0,0.9,142996,1252,98.0,0.9,132270,730,90.7,0.5,6815,915,4.7,0.6,136,211,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2742,640,1.9,0.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,58,99,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,975,686,0.7,0.5,2871,1252,2.0,0.9,640,434,0.4,0.3,291,254,0.2,0.2,637,493,0.4,0.3,0,267,0.0,0.1,145867,*****,145867,(X),134356,979,92.1,0.7,8240,429,5.6,0.3,512,345,0.4,0.2,3751,723,2.6,0.5,N,N,N,N,1906,961,1.3,0.7,145867,*****,145867,(X),4432,*****,3.0,*****,2369,726,1.6,0.5,385,372,0.3,0.3,401,518,0.3,0.4,1277,697,0.9,0.5,141435,*****,97.0,*****,129081,85,88.5,0.1,6815,915,4.7,0.6,136,211,0.1,0.1,2742,640,1.9,0.4,0,267,0.0,0.1,342,435,0.2,0.3,2319,1113,1.6,0.8,294,374,0.2,0.3,2025,949,1.4,0.7,55606,346,(X),(X)
0500000US18067,18067,"Howard County, Indiana",82770,*****,82770,(X),39737,729,48.0,0.9,43033,729,52.0,0.9,5028,577,6.1,0.7,5855,904,7.1,1.1,4921,906,5.9,1.1,5517,658,6.7,0.8,5365,765,6.5,0.9,9437,387,11.4,0.5,9970,612,12.0,0.7,12217,436,14.8,0.5,5756,933,7.0,1.1,5343,992,6.5,1.2,7335,252,8.9,0.3,4057,749,4.9,0.9,1969,733,2.4,0.9,40.2,0.5,(X),(X),63377,197,76.6,0.2,60418,674,73.0,0.8,16988,728,20.5,0.9,13361,313,16.1,0.4,63377,197,63377,(X),29816,374,47.0,0.6,33561,376,53.0,0.6,13361,313,13361,(X),5670,160,42.4,1.1,7691,267,57.6,1.1,82770,*****,82770,(X),80399,945,97.1,1.1,2371,945,2.9,1.1,80399,945,97.1,1.1,72850,435,88.0,0.5,5759,857,7.0,1.0,256,223,0.3,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,226,316,0.3,0.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,49,94,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1259,625,1.5,0.8,2371,945,2.9,1.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,82770,*****,82770,(X),75068,957,90.7,1.2,7364,376,8.9,0.5,795,466,1.0,0.6,912,808,1.1,1.0,N,N,N,N,1388,619,1.7,0.7,82770,*****,82770,(X),2306,*****,2.8,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,80464,*****,97.2,*****,72179,267,87.2,0.2,5759,857,7.0,1.0,231,216,0.3,0.3,226,316,0.3,0.4,49,94,0.1,0.1,44,82,0.1,0.1,1976,841,2.4,1.0,0,267,0.0,0.2,1976,841,2.4,1.0,38679,316,(X),(X)
0500000US18081,18081,"Johnson County, Indiana",140009,*****,140009,(X),68534,870,48.9,0.6,71475,870,51.1,0.6,9662,540,6.9,0.4,10988,1127,7.8,0.8,9940,1095,7.1,0.8,10313,640,7.4,0.5,7876,389,5.6,0.3,18071,736,12.9,0.5,19401,559,13.9,0.4,20539,623,14.7,0.4,8944,1116,6.4,0.8,6904,1120,4.9,0.8,9658,213,6.9,0.2,5016,558,3.6,0.4,2697,576,1.9,0.4,36.4,0.6,(X),(X),103089,*****,73.6,*****,97136,736,69.4,0.5,21448,914,15.3,0.7,17371,323,12.4,0.2,103089,*****,103089,(X),49612,593,48.1,0.6,53477,592,51.9,0.6,17371,323,17371,(X),7501,250,43.2,0.9,9870,179,56.8,0.9,140009,*****,140009,(X),138384,877,98.8,0.6,1625,877,1.2,0.6,138384,877,98.8,0.6,131993,926,94.3,0.7,1758,269,1.3,0.2,389,294,0.3,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2628,950,1.9,0.7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,267,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1616,929,1.2,0.7,1625,877,1.2,0.6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,140009,*****,140009,(X),133148,1079,95.1,0.8,2266,267,1.6,0.1,561,418,0.4,0.3,3517,418,2.5,0.3,N,N,N,N,2142,1174,1.5,0.8,140009,*****,140009,(X),4329,*****,3.1,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,135680,*****,96.9,*****,129052,370,92.2,0.3,1758,269,1.3,0.2,389,294,0.3,0.2,2628,950,1.9,0.7,0,267,0.0,0.1,228,356,0.2,0.3,1625,877,1.2,0.6,526,726,0.4,0.5,1099,495,0.8,0.4,56800,1085,(X),(X)
0500000US18085,18085,"Kosciusko County, Indiana",77368,*****,77368,(X),38584,355,49.9,0.5,38784,355,50.1,0.5,5174,426,6.7,0.6,5256,913,6.8,1.2,6416,1086,8.3,1.4,5021,154,6.5,0.2,4973,445,6.4,0.6,9349,711,12.1,0.9,10166,680,13.1,0.9,11319,308,14.6,0.4,5395,706,7.0,0.9,3917,662,5.1,0.9,5905,154,7.6,0.2,3314,389,4.3,0.5,1163,388,1.5,0.5,37.8,0.6,(X),(X),57539,128,74.4,0.2,54560,521,70.5,0.7,12790,583,16.5,0.8,10382,156,13.4,0.2,57539,128,57539,(X),28221,299,49.0,0.5,29318,295,51.0,0.5,10382,156,10382,(X),4544,24,43.8,0.7,5838,154,56.2,0.7,77368,*****,77368,(X),76869,219,99.4,0.3,499,219,0.6,0.3,76869,219,99.4,0.3,71215,990,92.0,1.3,775,261,1.0,0.3,114,148,0.1,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,745,88,1.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,267,0.0,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4020,990,5.2,1.3,499,219,0.6,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,77368,*****,77368,(X),71695,948,92.7,1.2,1146,170,1.5,0.2,186,184,0.2,0.2,801,267,1.0,0.2,N,N,N,N,4039,990,5.2,1.3,77368,*****,77368,(X),5700,*****,7.4,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,71668,*****,92.6,*****,69449,205,89.8,0.3,775,261,1.0,0.3,93,141,0.1,0.2,745,88,1.0,0.1,0,267,0.0,0.2,126,205,0.2,0.3,480,215,0.6,0.3,0,267,0.0,0.2,480,215,0.6,0.3,37072,330,(X),(X)
