GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC25,HC02_VC25,HC03_VC25,HC04_VC25,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC46,HC02_VC46,HC03_VC46,HC04_VC46,HC01_VC47,HC02_VC47,HC03_VC47,HC04_VC47,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98
0500000US24009,24009,"Calvert County, Maryland",88936,*****,88936,(X),43607,302,49.0,0.3,45329,302,51.0,0.3,4828,246,5.4,0.3,6925,1090,7.8,1.2,7234,953,8.1,1.1,6381,726,7.2,0.8,5392,712,6.1,0.8,8826,718,9.9,0.8,12513,636,14.1,0.7,15956,408,17.9,0.5,5927,801,6.7,0.9,5261,837,5.9,0.9,5934,598,6.7,0.7,3182,477,3.6,0.5,577,330,0.6,0.4,38.6,0.9,(X),(X),65699,*****,73.9,*****,62399,936,70.2,1.1,12881,838,14.5,0.9,9693,564,10.9,0.6,65699,*****,65699,(X),31827,173,48.4,0.3,33872,172,51.6,0.3,9693,564,9693,(X),4521,370,46.6,2.2,5172,336,53.4,2.2,88936,*****,88936,(X),87089,882,97.9,1.0,1847,882,2.1,1.0,87089,882,97.9,1.0,72048,739,81.0,0.8,12696,649,14.3,0.7,149,174,0.2,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,997,472,1.1,0.5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,289,0.0,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1199,766,1.3,0.9,1847,882,2.1,1.0,570,493,0.6,0.6,311,310,0.3,0.3,577,359,0.6,0.4,75,141,0.1,0.2,88936,*****,88936,(X),73820,1176,83.0,1.3,13341,431,15.0,0.5,799,471,0.9,0.5,1838,289,2.1,0.2,N,N,N,N,1249,798,1.4,0.9,88936,*****,88936,(X),2483,*****,2.8,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,86453,*****,97.2,*****,70838,289,79.7,0.2,12647,624,14.2,0.7,149,174,0.2,0.2,997,472,1.1,0.5,0,289,0.0,0.2,69,142,0.1,0.2,1753,844,2.0,0.9,0,289,0.0,0.2,1753,844,2.0,0.9,33836,624,(X),(X)
0500000US24013,24013,"Carroll County, Maryland",167241,*****,167241,(X),82351,566,49.2,0.3,84890,566,50.8,0.3,9388,698,5.6,0.4,11818,1463,7.1,0.9,11840,1422,7.1,0.9,13136,622,7.9,0.4,9726,546,5.8,0.3,15715,592,9.4,0.4,22635,664,13.5,0.4,29724,675,17.8,0.4,10438,1182,6.2,0.7,10862,1184,6.5,0.7,12143,288,7.3,0.2,7223,664,4.3,0.4,2593,684,1.6,0.4,40.8,0.4,(X),(X),126053,*****,75.4,*****,118972,1037,71.1,0.6,28045,1101,16.8,0.7,21959,280,13.1,0.2,126053,*****,126053,(X),61444,211,48.7,0.2,64609,210,51.3,0.2,21959,280,21959,(X),9365,189,42.6,0.8,12594,278,57.4,0.8,167241,*****,167241,(X),163923,1272,98.0,0.8,3318,1272,2.0,0.8,163923,1272,98.0,0.8,155049,953,92.7,0.6,5342,838,3.2,0.5,315,320,0.2,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2285,403,1.4,0.2,360,329,0.2,0.2,540,624,0.3,0.4,194,195,0.1,0.1,0,289,0.0,0.1,525,412,0.3,0.2,207,255,0.1,0.2,459,420,0.3,0.3,0,289,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,932,517,0.6,0.3,3318,1272,2.0,0.8,1036,627,0.6,0.4,374,352,0.2,0.2,923,434,0.6,0.3,0,289,0.0,0.1,167241,*****,167241,(X),158320,930,94.7,0.6,6744,624,4.0,0.4,750,448,0.4,0.3,3208,146,1.9,0.1,N,N,N,N,1809,956,1.1,0.6,167241,*****,167241,(X),4432,*****,2.7,*****,616,563,0.4,0.3,1009,732,0.6,0.4,251,242,0.2,0.1,2556,916,1.5,0.5,162809,*****,97.3,*****,152483,142,91.2,0.1,5342,838,3.2,0.5,315,320,0.2,0.2,2285,403,1.4,0.2,0,289,0.0,0.1,137,162,0.1,0.1,2247,835,1.3,0.5,28,48,0.0,0.1,2219,831,1.3,0.5,62432,581,(X),(X)
0500000US24015,24015,"Cecil County, Maryland",101199,*****,101199,(X),50096,1059,49.5,1.0,51103,1059,50.5,1.0,6276,513,6.2,0.5,7896,1147,7.8,1.1,6339,1217,6.3,1.2,8357,776,8.3,0.8,5675,369,5.6,0.4,11490,1005,11.4,1.0,14326,696,14.2,0.7,15871,608,15.7,0.6,7331,1020,7.2,1.0,5583,1068,5.5,1.1,7041,352,7.0,0.3,3800,610,3.8,0.6,1214,595,1.2,0.6,37.9,0.6,(X),(X),75695,378,74.8,0.4,70976,827,70.1,0.8,14869,967,14.7,1.0,12055,412,11.9,0.4,75695,378,75695,(X),36917,567,48.8,0.7,38778,538,51.2,0.7,12055,412,12055,(X),5564,279,46.2,1.3,6491,238,53.8,1.3,101199,*****,101199,(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,101199,*****,101199,(X),93388,996,92.3,1.0,7344,266,7.3,0.3,717,67,0.7,0.1,1414,289,1.4,0.2,N,N,N,N,N,N,N,N,101199,*****,101199,(X),3462,*****,3.4,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,97737,*****,96.6,*****,88290,270,87.2,0.3,6164,881,6.1,0.9,247,397,0.2,0.4,1174,297,1.2,0.3,0,289,0.0,0.2,0,289,0.0,0.2,1862,1047,1.8,1.0,151,270,0.1,0.3,1711,961,1.7,0.9,41139,130,(X),(X)
0500000US24017,24017,"Charles County, Maryland",147086,*****,147086,(X),70853,727,48.2,0.5,76233,727,51.8,0.5,9610,440,6.5,0.3,10688,1426,7.3,1.0,11080,1451,7.5,1.0,11560,828,7.9,0.6,8927,828,6.1,0.6,17255,696,11.7,0.5,23116,752,15.7,0.5,24794,577,16.9,0.4,8808,1076,6.0,0.7,7414,1022,5.0,0.7,8253,735,5.6,0.5,3840,665,2.6,0.5,1741,680,1.2,0.5,37.5,0.6,(X),(X),108259,198,73.6,0.1,102068,905,69.4,0.6,18029,1041,12.3,0.7,13834,360,9.4,0.2,108259,198,108259,(X),50774,518,46.9,0.5,57485,562,53.1,0.5,13834,360,13834,(X),5901,152,42.7,1.0,7933,291,57.3,1.0,147086,*****,147086,(X),142077,1839,96.6,1.3,5009,1839,3.4,1.3,142077,1839,96.6,1.3,75201,1177,51.1,0.8,60686,1421,41.3,1.0,1174,312,0.8,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3821,795,2.6,0.5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,289,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1195,672,0.8,0.5,5009,1839,3.4,1.3,1948,1401,1.3,1.0,207,312,0.1,0.2,1269,776,0.9,0.5,127,160,0.1,0.1,147086,*****,147086,(X),79321,1971,53.9,1.3,63847,900,43.4,0.6,1832,479,1.2,0.3,5416,265,3.7,0.2,N,N,N,N,1956,973,1.3,0.7,147086,*****,147086,(X),6342,*****,4.3,*****,1171,889,0.8,0.6,1659,909,1.1,0.6,198,332,0.1,0.2,3314,1249,2.3,0.8,140744,*****,95.7,*****,71122,115,48.4,0.1,60263,1350,41.0,0.9,1174,312,0.8,0.2,3821,795,2.6,0.5,0,289,0.0,0.1,297,310,0.2,0.2,4067,1625,2.8,1.1,162,198,0.1,0.1,3905,1618,2.7,1.1,55113,393,(X),(X)
0500000US24021,24021,"Frederick County, Maryland",234122,*****,234122,(X),114922,551,49.1,0.2,119200,551,50.9,0.2,14931,121,6.4,0.1,15239,1360,6.5,0.6,18625,1382,8.0,0.6,16346,659,7.0,0.3,13363,898,5.7,0.4,27258,1461,11.6,0.6,35294,1127,15.1,0.5,39291,1013,16.8,0.4,15385,1456,6.6,0.6,12789,1311,5.5,0.6,14070,568,6.0,0.2,8216,750,3.5,0.3,3315,742,1.4,0.3,38.6,0.6,(X),(X),174909,348,74.7,0.1,165837,1171,70.8,0.5,32619,1367,13.9,0.6,25601,620,10.9,0.3,174909,348,174909,(X),84651,326,48.4,0.2,90258,414,51.6,0.2,25601,620,25601,(X),11197,363,43.7,1.1,14404,477,56.3,1.1,234122,*****,234122,(X),226472,1867,96.7,0.8,7650,1867,3.3,0.8,226472,1867,96.7,0.8,193390,2405,82.6,1.0,17970,1448,7.7,0.6,1650,1455,0.7,0.6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9609,620,4.1,0.3,2708,1690,1.2,0.7,1803,955,0.8,0.4,591,454,0.3,0.2,307,370,0.1,0.2,1459,837,0.6,0.4,617,892,0.3,0.4,2124,1493,0.9,0.6,621,963,0.3,0.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3232,1200,1.4,0.5,7650,1867,3.3,0.8,3376,1236,1.4,0.5,594,373,0.3,0.2,1348,693,0.6,0.3,157,198,0.1,0.1,234122,*****,234122,(X),200018,2673,85.4,1.1,22733,1135,9.7,0.5,2561,1415,1.1,0.6,12314,1277,5.3,0.5,N,N,N,N,4149,1418,1.8,0.6,234122,*****,234122,(X),17286,*****,7.4,*****,2442,1110,1.0,0.5,1789,972,0.8,0.4,296,437,0.1,0.2,12759,1612,5.4,0.7,216836,*****,92.6,*****,181709,750,77.6,0.3,17433,1504,7.4,0.6,662,347,0.3,0.1,9609,620,4.1,0.3,621,963,0.3,0.4,560,733,0.2,0.3,6242,1741,2.7,0.7,78,127,0.0,0.1,6164,1705,2.6,0.7,90301,640,(X),(X)
0500000US24025,24025,"Harford County, Maryland",245177,*****,245177,(X),119615,1095,48.8,0.4,125562,1095,51.2,0.4,14901,7,6.1,0.1,17518,1834,7.1,0.7,17455,1840,7.1,0.8,16498,561,6.7,0.2,14430,957,5.9,0.4,28824,1568,11.8,0.6,33542,1375,13.7,0.6,40384,750,16.5,0.3,17483,1532,7.1,0.6,13577,1461,5.5,0.6,17496,480,7.1,0.2,9238,738,3.8,0.3,3831,632,1.6,0.3,39.3,0.5,(X),(X),184683,393,75.3,0.2,175443,1092,71.6,0.4,38100,1369,15.5,0.6,30565,474,12.5,0.2,184683,393,184683,(X),88877,239,48.1,0.1,95806,410,51.9,0.1,30565,474,30565,(X),13145,245,43.0,0.7,17420,376,57.0,0.7,245177,*****,245177,(X),239794,1338,97.8,0.5,5383,1338,2.2,0.5,239794,1338,97.8,0.5,199819,1440,81.5,0.6,32280,1026,13.2,0.4,327,408,0.1,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5397,707,2.2,0.3,1642,758,0.7,0.3,570,335,0.2,0.1,1646,922,0.7,0.4,289,224,0.1,0.1,691,404,0.3,0.2,251,275,0.1,0.1,308,508,0.1,0.2,154,194,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1817,1082,0.7,0.4,5383,1338,2.2,0.5,780,667,0.3,0.3,975,408,0.4,0.2,1945,523,0.8,0.2,313,329,0.1,0.1,245177,*****,245177,(X),204325,1816,83.3,0.7,34044,955,13.9,0.4,1615,329,0.7,0.1,7521,509,3.1,0.2,N,N,N,N,2448,1390,1.0,0.6,245177,*****,245177,(X),8692,*****,3.5,*****,824,745,0.3,0.3,4023,1549,1.6,0.6,74,131,0.0,0.1,3771,1389,1.5,0.6,236485,*****,96.5,*****,194327,289,79.3,0.1,31924,955,13.0,0.4,327,408,0.1,0.2,5081,567,2.1,0.2,154,194,0.1,0.1,90,135,0.0,0.1,4582,1208,1.9,0.5,0,289,0.0,0.1,4582,1208,1.9,0.5,95696,328,(X),(X)
0500000US24027,24027,"Howard County, Maryland",288376,*****,288376,(X),141875,636,49.2,0.2,146501,636,50.8,0.2,17507,207,6.1,0.1,22547,1632,7.8,0.6,20633,1646,7.2,0.6,20937,922,7.3,0.3,13540,1048,4.7,0.4,36218,708,12.6,0.2,43638,541,15.1,0.2,48911,567,17.0,0.2,18717,1597,6.5,0.6,16231,1603,5.6,0.6,18292,552,6.3,0.2,7871,897,2.7,0.3,3334,917,1.2,0.3,38.4,0.5,(X),(X),213476,195,74.0,0.1,204689,1155,71.0,0.4,38921,1124,13.5,0.4,29497,399,10.2,0.1,213476,195,213476,(X),102846,331,48.2,0.2,110630,413,51.8,0.2,29497,399,29497,(X),13187,360,44.7,0.9,16310,289,55.3,0.9,288376,*****,288376,(X),279635,2031,97.0,0.7,8741,2031,3.0,0.7,279635,2031,97.0,0.7,180249,2321,62.5,0.8,51247,1345,17.8,0.5,262,284,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,41916,1370,14.5,0.5,12607,3060,4.4,1.1,8150,1822,2.8,0.6,2017,1104,0.7,0.4,506,488,0.2,0.2,11304,3097,3.9,1.1,2070,1420,0.7,0.5,5262,2337,1.8,0.8,193,207,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5768,2302,2.0,0.8,8741,2031,3.0,0.7,1856,835,0.6,0.3,1056,382,0.4,0.1,2803,1088,1.0,0.4,625,615,0.2,0.2,288376,*****,288376,(X),187382,2777,65.0,1.0,55149,945,19.1,0.3,2272,782,0.8,0.3,45737,748,15.9,0.3,905,588,0.3,0.2,6564,2407,2.3,0.8,288376,*****,288376,(X),16888,*****,5.9,*****,5248,2474,1.8,0.9,1879,1059,0.7,0.4,874,819,0.3,0.3,8887,2706,3.1,0.9,271488,*****,94.1,*****,170768,153,59.2,0.1,50243,1344,17.4,0.5,262,284,0.1,0.1,41636,1338,14.4,0.5,193,207,0.1,0.1,591,490,0.2,0.2,7795,1847,2.7,0.6,98,171,0.0,0.1,7697,1827,2.7,0.6,109602,612,(X),(X)
0500000US24031,24031,"Montgomery County, Maryland",976203,*****,976203,(X),468914,443,48.0,0.1,507289,443,52.0,0.1,63918,289,6.5,0.1,63028,3329,6.5,0.3,66209,3362,6.8,0.3,59639,76,6.1,0.1,54304,204,5.6,0.1,133146,352,13.6,0.1,141338,567,14.5,0.1,154073,440,15.8,0.1,67483,2951,6.9,0.3,52528,2918,5.4,0.3,63012,234,6.5,0.1,38294,1417,3.9,0.1,19231,1411,2.0,0.1,38.6,0.2,(X),(X),742329,404,76.0,0.1,715039,1506,73.2,0.2,149867,2578,15.4,0.3,120537,310,12.3,0.1,742329,404,742329,(X),349583,571,47.1,0.1,392746,400,52.9,0.1,120537,310,120537,(X),50833,234,42.2,0.1,69704,239,57.8,0.1,976203,*****,976203,(X),937329,4364,96.0,0.4,38874,4364,4.0,0.4,937329,4364,96.0,0.4,556937,7037,57.1,0.7,168254,2437,17.2,0.2,3193,2278,0.3,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,134144,2962,13.7,0.3,28679,4600,2.9,0.5,40416,4096,4.1,0.4,13252,3440,1.4,0.4,3645,1191,0.4,0.1,16210,3656,1.7,0.4,13324,5524,1.4,0.6,18618,4108,1.9,0.4,63,105,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,74738,7743,7.7,0.8,38874,4364,4.0,0.4,8273,2355,0.8,0.2,2337,556,0.2,0.1,10793,2529,1.1,0.3,811,658,0.1,0.1,976203,*****,976203,(X),586976,7970,60.1,0.8,184034,2343,18.9,0.2,9572,2728,1.0,0.3,153058,1575,15.7,0.2,2282,1642,0.2,0.2,84403,7710,8.6,0.8,976203,*****,976203,(X),166738,*****,17.1,*****,13975,3639,1.4,0.4,5951,1825,0.6,0.2,3878,1365,0.4,0.1,142934,4412,14.6,0.5,809465,*****,82.9,*****,479915,1192,49.2,0.1,164668,2163,16.9,0.2,933,520,0.1,0.1,133436,2885,13.7,0.3,63,105,0.0,0.1,2659,1213,0.3,0.1,27791,3835,2.8,0.4,2464,980,0.3,0.1,25327,3881,2.6,0.4,376023,835,(X),(X)
0500000US24033,24033,"Prince George's County, Maryland",865271,*****,865271,(X),415298,443,48.0,0.1,449973,443,52.0,0.1,58551,97,6.8,0.1,56733,3252,6.6,0.4,53529,3280,6.2,0.4,69269,1801,8.0,0.2,69182,1932,8.0,0.2,126222,382,14.6,0.1,123792,348,14.3,0.1,128124,295,14.8,0.1,52181,2363,6.0,0.3,45674,2304,5.3,0.3,50877,554,5.9,0.1,22858,1409,2.6,0.2,8279,1368,1.0,0.2,34.9,0.1,(X),(X),659822,303,76.3,0.1,612650,2568,70.8,0.3,106053,1944,12.3,0.2,82014,262,9.5,0.1,659822,303,659822,(X),310246,427,47.0,0.1,349576,335,53.0,0.1,82014,262,82014,(X),34200,148,41.7,0.1,47814,211,58.3,0.1,865271,*****,865271,(X),843100,3282,97.4,0.4,22171,3282,2.6,0.4,843100,3282,97.4,0.4,196257,5700,22.7,0.7,557967,3067,64.5,0.4,2159,1113,0.2,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35794,1098,4.1,0.1,8640,2405,1.0,0.3,5622,1726,0.6,0.2,10260,2261,1.2,0.3,328,306,0.0,0.1,3250,1288,0.4,0.1,2703,1318,0.3,0.2,4991,2313,0.6,0.3,163,208,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,50760,5416,5.9,0.6,22171,3282,2.6,0.4,8356,1946,1.0,0.2,1580,892,0.2,0.1,1942,800,0.2,0.1,2130,717,0.2,0.1,865271,*****,865271,(X),212905,6307,24.6,0.7,572758,2162,66.2,0.2,7657,1453,0.9,0.2,40817,1436,4.7,0.2,567,484,0.1,0.1,55002,5377,6.4,0.6,865271,*****,865271,(X),129464,*****,15.0,*****,23436,4259,2.7,0.5,4613,1866,0.5,0.2,1404,797,0.2,0.1,100011,4531,11.6,0.5,735807,*****,85.0,*****,129048,407,14.9,0.1,550680,2311,63.6,0.3,1395,892,0.2,0.1,35571,1083,4.1,0.1,163,208,0.0,0.1,1187,921,0.1,0.1,17763,2500,2.1,0.3,684,417,0.1,0.1,17079,2466,2.0,0.3,328397,1344,(X),(X)
0500000US24037,24037,"St. Mary's County, Maryland",105786,*****,105786,(X),52608,798,49.7,0.8,53178,798,50.3,0.8,7494,305,7.1,0.3,7325,1385,6.9,1.3,8084,1385,7.6,1.3,7778,451,7.4,0.4,7221,754,6.8,0.7,14570,1270,13.8,1.2,14371,1121,13.6,1.1,16755,781,15.8,0.7,5843,994,5.5,0.9,5465,1019,5.2,1.0,6557,492,6.2,0.5,3041,398,2.9,0.4,1282,379,1.2,0.4,35.3,0.8,(X),(X),78088,*****,73.8,*****,73818,676,69.8,0.6,13612,850,12.9,0.8,10880,505,10.3,0.5,78088,*****,78088,(X),38634,253,49.5,0.3,39454,253,50.5,0.3,10880,505,10880,(X),5249,311,48.2,3.2,5631,524,51.8,3.2,105786,*****,105786,(X),102549,1392,96.9,1.3,3237,1392,3.1,1.3,102549,1392,96.9,1.3,84062,734,79.5,0.7,15018,1686,14.2,1.6,502,692,0.5,0.7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2533,347,2.4,0.3,430,271,0.4,0.3,149,212,0.1,0.2,1146,535,1.1,0.5,287,222,0.3,0.2,432,428,0.4,0.4,89,140,0.1,0.1,0,289,0.0,0.2,0,289,0.0,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,434,618,0.4,0.6,3237,1392,3.1,1.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,105786,*****,105786,(X),87299,1641,82.5,1.6,16999,1013,16.1,1.0,913,831,0.9,0.8,3396,289,3.2,0.2,N,N,N,N,N,N,N,N,105786,*****,105786,(X),4028,*****,3.8,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,101758,*****,96.2,*****,80898,289,76.5,0.2,14588,1513,13.8,1.4,502,692,0.5,0.7,2533,347,2.4,0.3,0,289,0.0,0.2,0,289,0.0,0.2,3237,1392,3.1,1.3,0,289,0.0,0.2,3237,1392,3.1,1.3,41368,1177,(X),(X)
0500000US24043,24043,"Washington County, Maryland",147558,*****,147558,(X),74124,681,50.2,0.5,73434,681,49.8,0.5,9008,367,6.1,0.2,10700,1406,7.3,1.0,8363,1342,5.7,0.9,8883,763,6.0,0.5,9279,728,6.3,0.5,18175,950,12.3,0.6,20695,828,14.0,0.6,23357,758,15.8,0.5,9557,931,6.5,0.6,8066,963,5.5,0.7,10947,371,7.4,0.3,7123,676,4.8,0.5,3405,620,2.3,0.4,40.0,0.7,(X),(X),113839,162,77.1,0.1,108591,1048,73.6,0.7,26603,1016,18.0,0.7,21475,619,14.6,0.4,113839,162,113839,(X),57102,408,50.2,0.3,56737,372,49.8,0.3,21475,619,21475,(X),8951,247,41.7,1.0,12524,501,58.3,1.0,147558,*****,147558,(X),144805,1024,98.1,0.7,2753,1024,1.9,0.7,144805,1024,98.1,0.7,126527,1015,85.7,0.7,15273,994,10.4,0.7,532,182,0.4,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1920,394,1.3,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,289,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,553,609,0.4,0.4,2753,1024,1.9,0.7,1377,729,0.9,0.5,235,182,0.2,0.1,572,390,0.4,0.3,0,289,0.0,0.1,147558,*****,147558,(X),128840,1371,87.3,0.9,16963,559,11.5,0.4,767,289,0.5,0.1,2850,378,1.9,0.3,N,N,N,N,809,721,0.5,0.5,147558,*****,147558,(X),5139,*****,3.5,*****,203,193,0.1,0.1,1126,734,0.8,0.5,314,464,0.2,0.3,3496,955,2.4,0.6,142419,*****,96.5,*****,122949,289,83.3,0.1,14599,786,9.9,0.5,532,182,0.4,0.1,1920,394,1.3,0.3,0,289,0.0,0.1,0,289,0.0,0.1,2419,923,1.6,0.6,45,85,0.0,0.1,2374,918,1.6,0.6,60825,650,(X),(X)
