GEO.id,GEO.id2,GEO.display-label,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC06,HC02_VC06,HC03_VC06,HC04_VC06,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC31,HC02_VC31,HC03_VC31,HC04_VC31,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC36,HC02_VC36,HC03_VC36,HC04_VC36,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC41,HC02_VC41,HC03_VC41,HC04_VC41,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC04_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC103,HC02_VC103,HC03_VC103,HC04_VC103,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104,HC01_VC105,HC02_VC105,HC03_VC105,HC04_VC105,HC01_VC106,HC02_VC106,HC03_VC106,HC04_VC106,HC01_VC107,HC02_VC107,HC03_VC107,HC04_VC107,HC01_VC108,HC02_VC108,HC03_VC108,HC04_VC108,HC01_VC109,HC02_VC109,HC03_VC109,HC04_VC109,HC01_VC110,HC02_VC110,HC03_VC110,HC04_VC110,HC01_VC111,HC02_VC111,HC03_VC111,HC04_VC111,HC01_VC112,HC02_VC112,HC03_VC112,HC04_VC112,HC01_VC113,HC02_VC113,HC03_VC113,HC04_VC113,HC01_VC115,HC02_VC115,HC03_VC115,HC04_VC115,HC01_VC117,HC02_VC117,HC03_VC117,HC04_VC117,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118,HC01_VC119,HC02_VC119,HC03_VC119,HC04_VC119,HC01_VC121,HC02_VC121,HC03_VC121,HC04_VC121,HC01_VC122,HC02_VC122,HC03_VC122,HC04_VC122,HC01_VC123,HC02_VC123,HC03_VC123,HC04_VC123,HC01_VC127,HC02_VC127,HC03_VC127,HC04_VC127,HC01_VC128,HC02_VC128,HC03_VC128,HC04_VC128,HC01_VC129,HC02_VC129,HC03_VC129,HC04_VC129,HC01_VC130,HC02_VC130,HC03_VC130,HC04_VC130,HC01_VC131,HC02_VC131,HC03_VC131,HC04_VC131,HC01_VC133,HC02_VC133,HC03_VC133,HC04_VC133,HC01_VC134,HC02_VC134,HC03_VC134,HC04_VC134,HC01_VC136,HC02_VC136,HC03_VC136,HC04_VC136,HC01_VC137,HC02_VC137,HC03_VC137,HC04_VC137,HC01_VC138,HC02_VC138,HC03_VC138,HC04_VC138,HC01_VC139,HC02_VC139,HC03_VC139,HC04_VC139,HC01_VC140,HC02_VC140,HC03_VC140,HC04_VC140,HC01_VC141,HC02_VC141,HC03_VC141,HC04_VC141,HC01_VC142,HC02_VC142,HC03_VC142,HC04_VC142,HC01_VC143,HC02_VC143,HC03_VC143,HC04_VC143,HC01_VC144,HC02_VC144,HC03_VC144,HC04_VC144,HC01_VC145,HC02_VC145,HC03_VC145,HC04_VC145,HC01_VC146,HC02_VC146,HC03_VC146,HC04_VC146,HC01_VC147,HC02_VC147,HC03_VC147,HC04_VC147,HC01_VC148,HC02_VC148,HC03_VC148,HC04_VC148,HC01_VC150,HC02_VC150,HC03_VC150,HC04_VC150,HC01_VC151,HC02_VC151,HC03_VC151,HC04_VC151,HC01_VC152,HC02_VC152,HC03_VC152,HC04_VC152,HC01_VC153,HC02_VC153,HC03_VC153,HC04_VC153,HC01_VC156,HC02_VC156,HC03_VC156,HC04_VC156,HC01_VC157,HC02_VC157,HC03_VC157,HC04_VC157,HC01_VC158,HC02_VC158,HC03_VC158,HC04_VC158,HC01_VC159,HC02_VC159,HC03_VC159,HC04_VC159,HC01_VC160,HC02_VC160,HC03_VC160,HC04_VC160,HC01_VC161,HC02_VC161,HC03_VC161,HC04_VC161,HC01_VC162,HC02_VC162,HC03_VC162,HC04_VC162,HC01_VC163,HC02_VC163,HC03_VC163,HC04_VC163,HC01_VC164,HC02_VC164,HC03_VC164,HC04_VC164,HC01_VC166,HC02_VC166,HC03_VC166,HC04_VC166,HC01_VC167,HC02_VC167,HC03_VC167,HC04_VC167,HC01_VC168,HC02_VC168,HC03_VC168,HC04_VC168,HC01_VC169,HC02_VC169,HC03_VC169,HC04_VC169,HC01_VC170,HC02_VC170,HC03_VC170,HC04_VC170,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171,HC01_VC172,HC02_VC172,HC03_VC172,HC04_VC172,HC01_VC173,HC02_VC173,HC03_VC173,HC04_VC173,HC01_VC174,HC02_VC174,HC03_VC174,HC04_VC174,HC01_VC175,HC02_VC175,HC03_VC175,HC04_VC175
0500000US01003,01003,"Baldwin County, Alabama",145994,899,145994,(X),86519,3002,59.3,2.0,86294,3011,59.1,2.0,77263,3321,52.9,2.2,9031,1709,6.2,1.2,225,230,0.2,0.2,59475,2991,40.7,2.0,86294,3011,86294,(X),(X),(X),10.5,2.0,74804,723,74804,(X),39551,2190,52.9,2.8,39551,2190,52.9,2.8,35137,2351,47.0,3.0,12149,907,12149,(X),7990,1374,65.8,10.3,27456,1540,27456,(X),19975,2078,72.8,6.7,75938,3308,75938,(X),62295,3241,82.0,3.0,8965,2042,11.8,2.6,88,150,0.1,0.2,1185,775,1.6,1.0,363,315,0.5,0.4,3042,941,4.0,1.2,27.1,1.9,(X),(X),77263,3321,77263,(X),25285,2768,32.7,3.5,16181,2888,20.9,3.5,18389,2479,23.8,3.1,9903,1590,12.8,2.0,7505,1747,9.7,2.2,77263,3321,77263,(X),1302,855,1.7,1.1,6489,1475,8.4,1.8,6134,1416,7.9,1.8,2131,730,2.8,0.9,9525,1649,12.3,2.1,3557,960,4.6,1.2,940,522,1.2,0.7,5893,1442,7.6,1.9,9873,1881,12.8,2.4,14753,2223,19.1,2.8,8257,1756,10.7,2.2,3575,1225,4.6,1.5,4834,1584,6.3,2.0,77263,3321,77263,(X),60826,3480,78.7,3.1,11211,2475,14.5,3.1,5226,1188,6.8,1.5,0,273,0.0,0.2,68096,3456,68096,(X),5007,1186,7.4,1.7,3744,1151,5.5,1.7,8342,1439,12.3,2.1,6872,1304,10.1,1.7,11662,2241,17.1,3.0,13554,2329,19.9,3.3,7553,1542,11.1,2.3,5822,1152,8.5,1.7,2851,766,4.2,1.1,2689,834,3.9,1.2,47502,2902,(X),(X),64806,4225,(X),(X),49842,3292,73.2,2.2,62466,3898,(X),(X),23724,1546,34.8,2.0,16798,767,(X),(X),15280,1710,22.4,2.4,29924,9592,(X),(X),2976,796,4.4,1.2,9965,1792,(X),(X),995,488,1.5,0.7,5067,2750,(X),(X),5951,1271,8.7,1.7,48021,3137,48021,(X),2111,788,4.4,1.6,1698,673,3.5,1.4,3934,981,8.2,1.9,4208,1033,8.8,2.0,8460,1952,17.6,3.8,11035,2056,23.0,4.0,6583,1432,13.7,2.9,4965,1065,10.3,2.2,2626,718,5.5,1.5,2401,662,5.0,1.4,56784,3000,(X),(X),74045,4180,(X),(X),25583,1487,(X),(X),20075,2075,20075,(X),25565,3734,(X),(X),40740,8685,(X),(X),24369,1493,(X),(X),42884,4779,(X),(X),30205,5140,(X),(X),180735,888,180735,(X),148587,4736,82.2,2.5,120125,5266,66.5,2.9,55099,4090,30.5,2.2,32148,4574,17.8,2.5,42139,458,42139,(X),5739,2477,13.6,5.9,108979,896,108979,(X),81771,2655,81771,(X),72992,3000,72992,(X),57150,3282,78.3,3.7,55757,3351,76.4,3.9,4568,1575,6.3,2.1,15842,2818,21.7,3.7,8779,1744,8779,(X),3288,922,37.5,9.9,2679,855,30.5,9.1,609,415,6.9,4.9,5491,1573,62.5,9.9,27208,2595,27208,(X),22132,2192,81.3,3.9,16041,1869,59.0,6.5,8666,1902,31.9,5.7,5076,1241,18.7,3.9,(X),(X),9.5,2.1,(X),(X),17.0,4.6,(X),(X),15.6,9.3,(X),(X),5.2,1.9,(X),(X),8.7,4.1,(X),(X),2.7,3.7,(X),(X),31.2,10.2,(X),(X),41.2,13.7,(X),(X),58.7,30.5,(X),(X),13.1,2.5,(X),(X),19.3,5.2,(X),(X),19.3,5.2,(X),(X),24.0,8.5,(X),(X),17.7,4.9,(X),(X),11.2,2.1,(X),(X),12.8,2.5,(X),(X),5.3,2.4,(X),(X),11.3,2.7,(X),(X),22.9,5.7
0500000US01015,01015,"Calhoun County, Alabama",94819,558,94819,(X),50958,2590,53.7,2.7,50871,2567,53.7,2.7,42768,2574,45.1,2.8,8103,1391,8.5,1.4,87,149,0.1,0.2,43861,2623,46.3,2.7,50871,2567,50871,(X),(X),(X),15.9,2.6,49728,449,49728,(X),24259,1522,48.8,2.9,24259,1522,48.8,2.9,19661,1825,39.5,3.6,7938,963,7938,(X),4642,1032,58.5,12.1,17566,1089,17566,(X),11588,2067,66.0,10.8,41596,2641,41596,(X),35947,2516,86.4,2.9,3724,1109,9.0,2.5,136,137,0.3,0.3,598,526,1.4,1.3,991,508,2.4,1.2,200,206,0.5,0.5,20.6,1.1,(X),(X),42768,2574,42768,(X),12493,1635,29.2,3.7,6570,1324,15.4,2.9,10803,2020,25.3,4.3,4427,1000,10.4,2.4,8475,1894,19.8,4.1,42768,2574,42768,(X),337,381,0.8,0.9,1371,529,3.2,1.2,7868,1595,18.4,3.7,750,409,1.8,0.9,5706,1436,13.3,3.1,1626,671,3.8,1.5,779,559,1.8,1.3,2234,691,5.2,1.6,3776,1072,8.8,2.4,8351,1474,19.5,3.3,3799,1186,8.9,2.6,2440,919,5.7,2.1,3731,1022,8.7,2.2,42768,2574,42768,(X),32640,2364,76.3,3.7,7890,1403,18.4,2.9,2200,822,5.1,1.9,38,64,0.1,0.1,45862,1776,45862,(X),6663,1232,14.5,2.7,3993,1066,8.7,2.3,6415,1298,14.0,2.8,5025,1097,11.0,2.4,6125,1182,13.4,2.5,7854,1427,17.1,2.9,4716,1014,10.3,2.2,3546,908,7.7,2.0,832,436,1.8,0.9,693,483,1.5,1.1,36675,3304,(X),(X),48098,3239,(X),(X),32481,1980,70.8,2.6,49524,4137,(X),(X),16165,1215,35.2,2.8,14919,876,(X),(X),9935,1157,21.7,2.4,19293,2955,(X),(X),4166,1108,9.1,2.4,7719,900,(X),(X),469,319,1.0,0.7,3637,1006,(X),(X),8766,1234,19.1,2.7,30555,1764,30555,(X),2953,887,9.7,2.9,1304,585,4.3,1.9,3443,980,11.3,3.1,2982,925,9.8,3.1,4601,1101,15.1,3.4,6552,1294,21.4,3.9,4021,920,13.2,2.9,3174,833,10.4,2.7,832,436,2.7,1.4,693,483,2.3,1.6,49953,5860,(X),(X),58342,4319,(X),(X),19245,1295,(X),(X),15307,1794,15307,(X),18489,2793,(X),(X),26263,2991,(X),(X),23362,3553,(X),(X),46259,3896,(X),(X),28095,3066,(X),(X),117641,991,117641,(X),101137,3306,86.0,2.7,74669,4435,63.5,3.7,46968,3518,39.9,2.9,16504,3110,14.0,2.7,26961,250,26961,(X),967,694,3.6,2.6,74048,547,74048,(X),48646,2456,48646,(X),41056,2488,41056,(X),33628,2919,81.9,4.0,31864,2743,77.6,3.8,2939,973,7.2,2.3,7428,1580,18.1,4.0,7590,1333,7590,(X),4289,1115,56.5,11.3,3413,1031,45.0,11.1,1435,603,18.9,7.5,3301,1056,43.5,11.3,25402,2509,25402,(X),20594,2267,81.1,6.9,12388,1645,48.8,6.2,11723,2014,46.1,7.0,4808,1930,18.9,6.9,(X),(X),17.5,3.1,(X),(X),27.5,5.8,(X),(X),18.5,12.9,(X),(X),9.2,3.2,(X),(X),12.1,6.3,(X),(X),15.6,14.9,(X),(X),37.9,8.7,(X),(X),46.6,10.8,(X),(X),23.8,27.3,(X),(X),25.0,3.4,(X),(X),34.0,7.3,(X),(X),34.0,7.3,(X),(X),30.2,13.3,(X),(X),35.4,7.9,(X),(X),22.2,3.3,(X),(X),25.1,3.8,(X),(X),9.8,3.5,(X),(X),21.2,3.7,(X),(X),41.1,6.6
0500000US01043,01043,"Cullman County, Alabama",63513,691,63513,(X),35731,2623,56.3,4.1,35716,2619,56.2,4.1,30476,2714,48.0,4.3,5240,1514,8.3,2.4,15,27,0.0,0.1,27782,2665,43.7,4.1,35716,2619,35716,(X),(X),(X),14.7,4.1,32321,490,32321,(X),16966,1497,52.5,4.6,16966,1497,52.5,4.6,14969,1490,46.3,4.6,5406,744,5406,(X),2941,887,54.4,13.5,12407,885,12407,(X),8080,1292,65.1,10.4,29580,2706,29580,(X),25411,2494,85.9,3.1,2843,866,9.6,2.8,0,273,0.0,0.6,109,115,0.4,0.4,245,316,0.8,1.0,972,587,3.3,2.0,23.8,2.0,(X),(X),30476,2714,30476,(X),8638,1408,28.3,4.3,4869,1138,16.0,3.5,8235,1592,27.0,4.3,3191,866,10.5,3.0,5543,1603,18.2,4.6,30476,2714,30476,(X),630,407,2.1,1.3,1836,627,6.0,2.2,5283,1331,17.3,3.8,503,337,1.7,1.1,4777,1227,15.7,3.8,1393,599,4.6,1.9,631,410,2.1,1.3,1720,717,5.6,2.2,1009,411,3.3,1.4,6683,1309,21.9,4.0,2351,624,7.7,2.1,2183,766,7.2,2.4,1477,737,4.8,2.3,30476,2714,30476,(X),23500,2178,77.1,4.0,5015,1316,16.5,3.7,1961,724,6.4,2.3,0,273,0.0,0.6,29666,1543,29666,(X),3819,1060,12.9,3.5,2178,602,7.3,2.0,5445,1218,18.4,4.1,3125,927,10.5,2.9,6131,1269,20.7,4.2,3156,904,10.6,2.9,2733,917,9.2,3.0,2076,602,7.0,2.1,592,352,2.0,1.2,411,354,1.4,1.2,35786,4997,(X),(X),47449,4667,(X),(X),20575,1807,69.4,4.5,50065,5506,(X),(X),12272,1009,41.4,3.3,15235,1007,(X),(X),6254,1068,21.1,3.4,18474,3378,(X),(X),2095,724,7.1,2.4,7257,1961,(X),(X),729,498,2.5,1.7,1701,640,(X),(X),4236,988,14.3,3.3,21119,1597,21119,(X),2060,767,9.8,3.6,749,365,3.5,1.7,2837,852,13.4,4.1,2380,852,11.3,3.7,4827,1191,22.9,5.1,2930,858,13.9,3.8,2362,878,11.2,4.1,1971,578,9.3,2.9,592,352,2.8,1.7,411,354,1.9,1.7,42297,2763,(X),(X),56636,6126,(X),(X),18277,1568,(X),(X),8547,1345,8547,(X),19220,2794,(X),(X),23614,3645,(X),(X),20902,2691,(X),(X),33095,3611,(X),(X),31578,5979,(X),(X),79992,740,79992,(X),67506,2298,84.4,2.7,49961,3879,62.5,4.7,28277,2757,35.3,3.5,12486,2183,15.6,2.7,19207,457,19207,(X),703,421,3.7,2.2,48160,829,48160,(X),32850,2329,32850,(X),28007,2495,28007,(X),23561,2604,84.1,3.7,22734,2588,81.2,4.3,1481,686,5.3,2.4,4446,1018,15.9,3.7,4843,1347,4843,(X),1663,940,34.3,14.3,968,674,20.0,11.9,739,605,15.3,11.1,3180,928,65.7,14.3,15310,2158,15310,(X),11153,1782,72.8,8.4,6970,1479,45.5,8.4,5618,1284,36.7,7.5,4157,1503,27.2,8.4,(X),(X),17.1,4.8,(X),(X),26.2,8.4,(X),(X),33.3,18.6,(X),(X),10.2,3.6,(X),(X),12.6,6.6,(X),(X),15.2,13.6,(X),(X),43.7,14.6,(X),(X),61.4,17.8,(X),(X),97.5,6.5,(X),(X),21.1,4.8,(X),(X),29.3,8.6,(X),(X),28.0,8.9,(X),(X),29.2,14.3,(X),(X),27.5,10.9,(X),(X),18.6,4.0,(X),(X),20.9,4.7,(X),(X),9.9,4.9,(X),(X),18.5,5.3,(X),(X),36.7,7.8
0500000US01049,01049,"DeKalb County, Alabama",54385,641,54385,(X),32419,1740,59.6,3.2,32419,1740,59.6,3.2,27947,1833,51.4,3.4,4472,1147,8.2,2.1,0,273,0.0,0.3,21966,1798,40.4,3.2,32419,1740,32419,(X),(X),(X),13.8,3.4,28037,494,28037,(X),14063,1272,50.2,4.2,14063,1272,50.2,4.2,12745,1332,45.5,4.5,5717,410,5717,(X),3522,885,61.6,16.1,11503,938,11503,(X),5986,1666,52.0,13.0,27811,1848,27811,(X),22648,1962,81.4,5.3,3247,1251,11.7,4.3,0,273,0.0,0.6,189,184,0.7,0.7,453,474,1.6,1.7,1274,664,4.6,2.4,23.3,2.9,(X),(X),N,N,N,(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,27947,1833,27947,(X),901,425,3.2,1.5,1484,722,5.3,2.6,7691,1841,27.5,6.6,1004,535,3.6,1.9,3179,865,11.4,3.0,1140,555,4.1,2.0,262,252,0.9,0.9,1204,559,4.3,2.0,1106,576,4.0,2.0,4761,1160,17.0,3.6,2834,1091,10.1,3.8,1726,1057,6.2,3.8,655,363,2.3,1.3,27947,1833,27947,(X),20701,2008,74.1,5.3,4194,1041,15.0,3.5,2981,1045,10.7,3.7,71,122,0.3,0.4,25738,1362,25738,(X),2404,752,9.3,2.8,2144,585,8.3,2.4,4090,1034,15.9,3.8,3978,1161,15.5,4.2,4120,953,16.0,3.7,5063,981,19.7,4.1,1489,556,5.8,2.1,1913,766,7.4,2.9,119,144,0.5,0.6,418,320,1.6,1.2,35967,4647,(X),(X),50031,7276,(X),(X),17887,1528,69.5,4.0,54977,10360,(X),(X),8996,1051,35.0,4.1,15245,1038,(X),(X),4838,816,18.8,3.4,17774,6876,(X),(X),2073,876,8.1,3.4,7087,943,(X),(X),97,110,0.4,0.4,N,N,(X),(X),4120,1124,16.0,4.2,19977,1547,19977,(X),1207,569,6.0,2.8,694,345,3.5,1.7,3598,1007,18.0,4.8,2975,1054,14.9,4.8,3371,808,16.9,3.9,4445,939,22.3,5.0,1448,555,7.2,2.6,1747,695,8.7,3.5,119,144,0.6,0.7,373,311,1.9,1.6,40398,4849,(X),(X),55694,9217,(X),(X),18883,2864,(X),(X),5761,1035,5761,(X),18451,5824,(X),(X),27870,6979,(X),(X),21781,1736,(X),(X),34513,3800,(X),(X),22064,2826,(X),(X),70764,640,70764,(X),59215,1883,83.7,2.5,42537,3752,60.1,5.2,24742,2775,35.0,3.9,11549,1762,16.3,2.5,18544,461,18544,(X),623,498,3.4,2.7,42707,466,42707,(X),30245,1592,30245,(X),26108,1746,26108,(X),20454,2004,78.3,5.3,20270,1980,77.6,5.2,236,176,0.9,0.7,5654,1401,21.7,5.3,4137,1075,4137,(X),1400,605,33.8,13.4,1116,522,27.0,11.7,284,224,6.9,5.3,2737,977,66.2,13.4,12462,1642,12462,(X),9927,1543,79.7,6.0,6167,1529,49.5,10.2,5302,1375,42.5,8.9,2535,798,20.3,6.0,(X),(X),14.9,4.1,(X),(X),23.7,7.7,(X),(X),13.3,10.1,(X),(X),5.7,2.8,(X),(X),9.6,5.9,(X),(X),3.3,5.4,(X),(X),44.6,15.8,(X),(X),52.2,21.5,(X),(X),100.0,78.4,(X),(X),19.6,6.2,(X),(X),30.8,12.1,(X),(X),30.1,12.2,(X),(X),24.3,16.6,(X),(X),32.2,12.8,(X),(X),15.7,4.6,(X),(X),16.6,5.4,(X),(X),11.2,4.7,(X),(X),17.6,6.4,(X),(X),34.5,9.2
0500000US01051,01051,"Elmore County, Alabama",63302,493,63302,(X),37657,2722,59.5,4.3,37335,2651,59.0,4.2,34858,2396,55.1,3.8,2477,880,3.9,1.4,322,274,0.5,0.4,25645,2778,40.5,4.3,37335,2651,37335,(X),(X),(X),6.6,2.2,32914,532,32914,(X),18715,2806,56.9,8.7,18653,2777,56.7,8.6,17303,2489,52.6,7.7,6029,594,6029,(X),3742,892,62.1,13.0,11544,647,11544,(X),8805,1080,76.3,8.7,34069,2715,34069,(X),29052,2517,85.3,3.8,3704,1244,10.9,3.4,106,133,0.3,0.4,254,207,0.7,0.6,110,137,0.3,0.4,843,508,2.5,1.5,28.4,1.8,(X),(X),34858,2396,34858,(X),11634,1631,33.4,3.8,4648,974,13.3,2.8,9491,1631,27.2,4.0,4639,889,13.3,2.7,4446,912,12.8,2.4,34858,2396,34858,(X),560,430,1.6,1.2,2721,731,7.8,2.2,4973,1077,14.3,2.9,1204,781,3.5,2.2,4388,1166,12.6,3.2,1253,477,3.6,1.4,251,196,0.7,0.6,2331,866,6.7,2.3,2776,791,8.0,2.2,7873,1377,22.6,3.4,1827,627,5.2,1.8,1203,441,3.5,1.2,3498,819,10.0,2.4,34858,2396,34858,(X),24871,2230,71.3,3.5,7798,1326,22.4,3.5,2189,749,6.3,2.2,0,273,0.0,0.5,28860,1646,28860,(X),1425,612,4.9,2.1,1335,572,4.6,2.0,2918,770,10.1,2.7,3935,965,13.6,3.3,3788,1075,13.1,3.5,6371,1151,22.1,3.6,3259,953,11.3,3.2,4282,944,14.8,3.2,816,424,2.8,1.5,731,394,2.5,1.4,52222,3938,(X),(X),65099,4131,(X),(X),23317,1587,80.8,2.4,63656,4649,(X),(X),8174,706,28.3,2.5,16879,1672,(X),(X),7682,947,26.6,3.3,22614,3489,(X),(X),479,258,1.7,0.9,6828,2322,(X),(X),193,187,0.7,0.6,N,N,(X),(X),2460,772,8.5,2.6,21881,2034,21881,(X),805,458,3.7,2.0,400,230,1.8,1.0,1567,592,7.2,2.6,2429,842,11.1,3.5,2982,949,13.6,4.1,4832,1036,22.1,4.1,3191,959,14.6,4.1,4128,946,18.9,4.3,816,424,3.7,2.0,731,394,3.3,1.9,64118,6228,(X),(X),75112,6233,(X),(X),23431,1725,(X),(X),6979,1253,6979,(X),27110,4621,(X),(X),32365,4256,(X),(X),28365,2520,(X),(X),50212,3945,(X),(X),30395,2211,(X),(X),71895,3183,71895,(X),64044,3329,89.1,2.6,55852,3212,77.7,3.4,17462,1766,24.3,2.2,7851,1943,10.9,2.6,18337,260,18337,(X),982,581,5.4,3.2,44723,3125,44723,(X),35584,2569,35584,(X),33188,2323,33188,(X),28505,2472,85.9,3.6,28263,2425,85.2,3.7,924,461,2.8,1.4,4683,1210,14.1,3.6,2396,853,2396,(X),947,471,39.5,13.2,565,358,23.6,12.1,444,316,18.5,10.9,1449,581,60.5,13.2,9139,1439,9139,(X),8402,1339,91.9,4.4,7254,1292,79.4,7.3,2370,710,25.9,6.8,737,425,8.1,4.4,(X),(X),8.7,3.1,(X),(X),12.7,5.2,(X),(X),4.6,6.2,(X),(X),4.7,2.2,(X),(X),8.3,4.7,(X),(X),0.0,8.8,(X),(X),24.1,11.6,(X),(X),23.5,14.6,(X),(X),25.3,32.2,(X),(X),11.0,3.1,(X),(X),14.9,6.5,(X),(X),14.9,6.5,(X),(X),16.2,10.4,(X),(X),14.4,6.4,(X),(X),9.7,2.5,(X),(X),10.4,2.8,(X),(X),5.9,3.6,(X),(X),9.5,3.3,(X),(X),21.7,8.2
