GEO.display-label,GEO.id,HC01_VC85,HD01_VD01,HC01_VC73,HC01_VC72,HC01_VC74,HC01_VC75,HC01_VC156,HC01_VC76,GEO.id2,HD02_VD01,HC01_VC38,HC01_VC77
"Shawnee County, Kansas",0500000US20177,44431,121000,18395,148616,4766,2755,0,0,20177,5643,178301,11084
"Wyandotte County, Kansas",0500000US20209,37293,97400,42712,104670,2734,4446,0,0,20209,4478,157845,7872
"Boone County, Kentucky",0500000US21015,64008,182300,4868,112578,346,3060,0,0,21015,8639,119290,0
"Bullitt County, Kentucky",0500000US21029,50702,150800,1692,72660,0,0,0,0,21029,8712,74473,0
"Campbell County, Kentucky",0500000US21037,44829,147300,2128,88208,1417,674,0,0,21037,5771,90532,0
"Christian County, Kentucky",0500000US21047,36153,104300,16517,55287,1390,1467,0,679,21047,9634,74179,554
"Daviess County, Kentucky",0500000US21059,41277,108500,5852,90544,288,891,0,0,21059,6713,96762,1041
"Fayette County, Kentucky",0500000US21067,44895,161900,46579,233990,2895,11042,0,0,21067,4351,296765,11836
"Hardin County, Kentucky",0500000US21093,43421,143400,14855,88649,1419,3111,0,660,21093,9834,106933,1683
"Jefferson County, Kentucky",0500000US21111,42305,150100,163330,563590,4970,18977,0,1035,21111,2442,742172,7241
"Kenton County, Kentucky",0500000US21117,50872,145400,9500,148295,851,1896,0,0,21117,6030,159876,1567
"McCracken County, Kentucky",0500000US21145,42035,122500,8042,57835,558,667,0,0,21145,10414,65539,513
"Madison County, Kentucky",0500000US21151,42013,144900,4990,77680,1197,978,0,0,21151,12189,83157,0
"Pike County, Kentucky",0500000US21195,26927,57300,0,64364,975,0,0,0,21195,8755,64952,0
"Warren County, Kentucky",0500000US21227,38700,140700,11650,96642,1043,3672,0,0,21227,6803,114172,4696
"Ascension Parish, Louisiana",0500000US22005,63814,167800,25290,79539,621,1225,0,0,22005,6024,107891,1965
"Bossier Parish, Louisiana",0500000US22015,49154,136700,25867,88591,1222,2730,0,0,22015,10124,117522,1670
"Caddo Parish, Louisiana",0500000US22017,36835,120700,121113,127233,2652,3184,0,0,22017,6769,255543,3520
"Calcasieu Parish, Louisiana",0500000US22019,39830,119000,49830,139851,1913,2478,0,0,22019,7520,193230,1595
"East Baton Rouge Parish, Louisiana",0500000US22033,44964,166800,202812,221658,2213,13806,0,862,22033,4401,440909,6724
"Iberia Parish, Louisiana",0500000US22045,41709,104500,23578,47179,1866,1890,0,0,22045,13141,73236,0
"Jefferson Parish, Louisiana",0500000US22051,46559,172600,117723,279068,4327,18547,0,0,22051,3013,432449,19072
"Lafayette Parish, Louisiana",0500000US22055,48368,163100,59614,159061,872,4025,0,0,22055,5723,222051,642
"Lafourche Parish, Louisiana",0500000US22057,47442,130500,13431,79650,3271,832,0,0,22057,13841,96328,2134
"Livingston Parish, Louisiana",0500000US22063,53277,150500,7703,119921,0,0,0,0,22063,8902,128549,469
"Orleans Parish, Louisiana",0500000US22071,37726,176200,211976,120734,4639,10951,0,0,22071,6495,347858,7818
"Ouachita Parish, Louisiana",0500000US22073,37449,114900,57403,93969,658,1793,0,0,22073,9555,153910,1609
"Rapides Parish, Louisiana",0500000US22079,40377,120200,43165,84721,1648,1895,0,0,22079,8137,131779,1522
"St. Landry Parish, Louisiana",0500000US22097,33388,77800,35534,48044,406,376,0,0,22097,7619,83454,612
"St. Tammany Parish, Louisiana",0500000US22103,59350,210000,26698,197693,2577,3675,0,1909,22103,7304,234568,5287
"Tangipahoa Parish, Louisiana",0500000US22105,37390,124000,37662,82590,832,903,0,0,22105,15480,121425,371
"Terrebonne Parish, Louisiana",0500000US22109,48583,124900,22420,79371,7532,453,0,0,22109,11935,111861,3442
"Androscoggin County, Maine",0500000US23001,41190,158400,3600,103112,3437,347,0,0,23001,5504,107623,0
"Aroostook County, Maine",0500000US23003,36403,95000,602,69822,1872,362,0,345,23003,7766,71720,539
"Cumberland County, Maine",0500000US23005,58562,246700,8388,265530,2533,7689,0,0,23005,6185,281457,938
"Kennebec County, Maine",0500000US23011,44964,153800,1136,119386,1371,1299,0,0,23011,5971,122143,0
"Penobscot County, Maine",0500000US23019,42964,140600,1696,150017,3471,1950,0,0,23019,8118,153849,403
"York County, Maine",0500000US23031,54880,226500,1813,192933,1789,2701,0,0,23031,5934,197216,723
"Allegany County, Maryland",0500000US24001,35039,124500,6655,68086,585,827,0,0,24001,10948,75021,398
"Anne Arundel County, Maryland",0500000US24003,81455,343400,91987,421714,8067,24562,0,703,24003,7086,539198,11164
"Baltimore County, Maryland",0500000US24005,62543,265200,218541,537999,5879,45470,0,901,24005,4022,805709,15506
"Calvert County, Maryland",0500000US24009,88862,358200,13341,73820,799,1838,0,0,24009,13816,88936,1249
"Carroll County, Maryland",0500000US24013,82077,332800,6744,158320,750,3208,0,0,24013,10252,167241,1809
"Cecil County, Maryland",0500000US24015,62427,256200,7344,93388,717,1414,0,0,24015,14639,101199,0
"Charles County, Maryland",0500000US24017,87007,316400,63847,79321,1832,5416,0,0,24017,12504,147086,1956
"Frederick County, Maryland",0500000US24021,82133,314300,22733,200018,2561,12314,0,0,24021,9739,234122,4149
"Harford County, Maryland",0500000US24025,71835,286400,34044,204325,1615,7521,0,0,24025,9189,245177,2448
"Howard County, Maryland",0500000US24027,101771,415400,55149,187382,2272,45737,0,905,24027,14894,288376,6564
"Montgomery County, Maryland",0500000US24031,89155,447200,184034,586976,9572,153058,0,2282,24031,7017,976203,84403
"Prince George's County, Maryland",0500000US24033,70019,286100,572758,212905,7657,40817,0,567,24033,4577,865271,55002
"St. Mary's County, Maryland",0500000US24037,88444,299600,16999,87299,913,3396,0,0,24037,15030,105786,0
"Washington County, Maryland",0500000US24043,52857,217500,16963,128840,767,2850,0,0,24043,8859,147558,809
"Wicomico County, Maryland",0500000US24045,49913,192000,25965,68712,0,2893,0,0,24045,8694,98843,0
"Baltimore city, Maryland",0500000US24510,38346,166100,403519,199409,8543,17554,0,757,24510,4308,620583,8225
"Barnstable County, Massachusetts",0500000US25001,55294,369900,6557,205537,2126,2817,0,0,25001,8779,215937,2369
"Berkshire County, Massachusetts",0500000US25003,44190,204000,5268,123955,800,2402,0,0,25003,12897,131144,1722
"Bristol County, Massachusetts",0500000US25005,51319,283600,25021,499857,4352,12688,0,766,25005,3853,548612,18045
"Essex County, Massachusetts",0500000US25009,61789,352900,34430,624875,4471,26423,0,0,25009,5186,744644,71125
"Franklin County, Massachusetts",0500000US25011,50001,227600,1210,68956,817,1291,0,0,25011,7332,71369,399
"Hampden County, Massachusetts",0500000US25013,46447,201400,46295,370843,3964,11201,0,0,25013,4808,463678,42930
"Hampshire County, Massachusetts",0500000US25015,58449,266500,5528,144789,970,8908,0,0,25015,8343,158094,2007
"Middlesex County, Massachusetts",0500000US25017,75534,403500,86014,1253587,7137,155696,0,1590,25017,5807,1506008,43825
"Norfolk County, Massachusetts",0500000US25021,80440,392000,43862,561592,2642,63766,0,469,25021,5569,672376,9928
"Plymouth County, Massachusetts",0500000US25023,72076,339400,47562,434591,4168,7968,0,1310,25023,5176,495780,10213
"Suffolk County, Massachusetts",0500000US25025,50020,361700,199461,445414,5484,65661,0,1402,25025,7391,723323,57726
"Worcester County, Massachusetts",0500000US25027,61212,268100,40000,715877,5979,36212,0,1097,25027,4681,799553,20911
"Allegan County, Michigan",0500000US26005,44847,141200,2006,107792,1581,864,0,0,26005,8268,111503,2269
"Bay County, Michigan",0500000US26017,45451,95800,2762,103888,1329,762,0,0,26017,3266,107703,1750
"Berrien County, Michigan",0500000US26021,40329,130500,25600,125080,1783,3261,0,0,26021,5752,156805,4016
"Calhoun County, Michigan",0500000US26025,42921,103100,17215,116471,3493,2602,0,0,26025,4591,136072,1893
"Clinton County, Michigan",0500000US26037,58288,158000,1968,72299,670,1680,0,0,26037,6475,75426,578
"Eaton County, Michigan",0500000US26045,52042,143300,8176,98039,1871,2164,0,0,26045,7121,107838,1291
"Genesee County, Michigan",0500000US26049,38819,94100,93962,331304,6112,5169,0,580,26049,3326,424926,2082
"Grand Traverse County, Michigan",0500000US26055,47389,171100,1442,83300,1634,824,0,340,26055,7088,87043,0
"Ingham County, Michigan",0500000US26065,43171,122600,39128,226749,5265,16585,0,196,26065,4622,280812,7513
"Isabella County, Michigan",0500000US26073,31014,117100,2377,63949,3884,1368,0,0,26073,7881,70334,341
"Jackson County, Michigan",0500000US26075,42862,116600,15239,143114,1457,1448,0,0,26075,6031,160201,1842
"Kalamazoo County, Michigan",0500000US26077,43419,143800,32639,212228,3660,6632,0,1061,26077,4724,250738,887
"Kent County, Michigan",0500000US26081,47781,141700,70123,512342,7356,17127,0,0,26081,3083,603219,14662
"Lapeer County, Michigan",0500000US26087,49190,143200,1192,85808,812,540,0,0,26087,8267,88210,916
"Lenawee County, Michigan",0500000US26091,45563,118000,3232,95016,1203,726,0,0,26091,6256,99763,2097
"Livingston County, Michigan",0500000US26093,65197,185200,1247,177035,1977,2014,0,0,26093,5110,180972,0
"Macomb County, Michigan",0500000US26099,49160,123000,79875,731844,7096,30256,0,1207,26099,2136,841126,8242
"Marquette County, Michigan",0500000US26103,44684,126000,1549,63945,2012,577,0,0,26103,10776,67131,347
"Midland County, Michigan",0500000US26111,48706,126700,1374,79904,749,2020,0,0,26111,7670,83592,794
"Monroe County, Michigan",0500000US26115,50034,147400,4242,146386,1473,1134,0,0,26115,8147,151932,1154
"Muskegon County, Michigan",0500000US26121,38621,103900,27053,144645,2698,1375,0,0,26121,4355,172068,2787
"Oakland County, Michigan",0500000US26125,60266,166600,175551,959736,10750,77862,0,1041,26125,1989,1203012,10210
"Ottawa County, Michigan",0500000US26139,53056,156000,5684,241731,2491,8098,0,0,26139,3540,264055,13464
"Saginaw County, Michigan",0500000US26145,41938,104200,40638,155311,3147,2881,0,0,26145,5496,199911,4753
"St. Clair County, Michigan",0500000US26147,44369,122900,5358,156688,1653,1199,0,0,26147,5118,162789,1615
"Shiawassee County, Michigan",0500000US26155,46528,114700,567,69835,728,0,0,0,26155,7078,70606,0
"Van Buren County, Michigan",0500000US26159,44242,124200,4398,68772,1236,0,0,0,26159,9138,76186,3956
"Washtenaw County, Michigan",0500000US26161,55880,190600,51007,267553,7092,31829,0,0,26161,4678,345290,5038
"Wayne County, Michigan",0500000US26163,39408,89500,757781,983408,19889,57364,0,1823,26163,1446,1815734,41009
"Anoka County, Minnesota",0500000US27003,65771,198000,17659,297977,4359,15262,0,0,27003,3423,331302,4692
"Carver County, Minnesota",0500000US27019,80173,275100,1465,85658,555,2869,0,0,27019,13142,91361,2238
"Dakota County, Minnesota",0500000US27037,69508,233800,24135,350724,5392,21259,0,675,27037,3916,399100,11583
"Hennepin County, Minnesota",0500000US27053,59236,238000,156139,914747,19584,81368,0,1978,27053,2871,1154623,23678
"Olmsted County, Minnesota",0500000US27109,60721,171800,8269,129143,482,8931,0,548,27109,4376,144509,1483
"Ramsey County, Minnesota",0500000US27123,50136,207700,65180,382811,9100,63837,0,850,27123,4428,509320,6740
"St. Louis County, Minnesota",0500000US27137,41801,135600,4328,189473,6824,2519,0,0,27137,5733,200155,288
"Scott County, Minnesota",0500000US27139,77314,258800,4272,115177,1710,8474,0,0,27139,9374,130487,2946
"Sherburne County, Minnesota",0500000US27141,69971,192200,2210,83947,726,1594,0,0,27141,6851,88691,813
"Stearns County, Minnesota",0500000US27145,50150,172200,5519,140863,1086,3565,0,0,27145,4511,150785,1676
"Washington County, Minnesota",0500000US27163,77239,249000,10803,216036,1980,14042,0,0,27163,6886,238844,1138
"Wright County, Minnesota",0500000US27171,66833,200200,1951,119973,409,2413,0,0,27171,6929,125118,1901
"DeSoto County, Mississippi",0500000US28033,60385,156100,34369,124245,4742,2611,0,0,28033,6384,161746,1901
"Forrest County, Mississippi",0500000US28035,31327,126400,27996,46380,899,0,0,0,28035,14589,75113,889
"Harrison County, Mississippi",0500000US28047,41970,151500,44106,138577,2405,6785,0,0,28047,6772,187785,1817
"Hinds County, Mississippi",0500000US28049,37358,115200,171714,70440,531,2046,0,0,28049,6521,245629,1552
"Jackson County, Mississippi",0500000US28059,44951,119700,31659,104295,778,3534,0,0,28059,5303,139698,1632
"Jones County, Mississippi",0500000US28067,35913,75400,22356,45406,0,0,0,0,28067,7145,67870,0
"Lauderdale County, Mississippi",0500000US28075,31334,84500,34207,46544,764,408,0,0,28075,7603,80229,0
"Lee County, Mississippi",0500000US28081,41260,100600,23453,59369,0,610,0,0,28081,7777,83048,0
"Madison County, Mississippi",0500000US28089,55362,187300,37048,54084,0,2222,0,0,28089,17900,95552,2702
"Rankin County, Mississippi",0500000US28121,49293,141800,27828,111661,0,1817,0,0,28121,6619,142018,1145
"Boone County, Missouri",0500000US29019,41006,158500,17297,137613,2065,7253,0,0,29019,5813,163232,2684
"Buchanan County, Missouri",0500000US29021,41647,113700,6321,81062,1386,768,0,0,29021,10652,89144,1377
"Cape Girardeau County, Missouri",0500000US29031,44589,140800,6090,69232,472,515,0,0,29031,8861,75895,0
"Cass County, Missouri",0500000US29037,57100,154200,4351,94303,1269,989,0,0,29037,5482,99723,508
"Christian County, Missouri",0500000US29043,47671,143100,563,76912,1065,746,0,0,29043,6580,77825,0
"Clay County, Missouri",0500000US29047,54884,150500,14925,203300,3812,5646,0,0,29047,4438,222718,2790
"Cole County, Missouri",0500000US29051,53080,141400,9382,64814,0,1167,0,0,29051,6194,76182,948
"Franklin County, Missouri",0500000US29071,42905,147000,1736,99691,744,249,0,0,29071,7901,101508,0
"Greene County, Missouri",0500000US29077,37203,128900,11046,259587,4259,5887,0,0,29077,5187,275414,2312
"Jackson County, Missouri",0500000US29095,44502,131900,172793,470370,12433,13934,0,2454,29095,3053,675259,27841
"Jasper County, Missouri",0500000US29097,37560,96600,3904,110392,4268,1559,0,0,29097,5302,117770,3196
"Jefferson County, Missouri",0500000US29099,52627,156400,2599,215611,1592,1999,0,765,29099,5131,219084,544
"Platte County, Missouri",0500000US29165,67221,180700,6167,78472,1132,2558,0,0,29165,10361,89677,2258
"St. Charles County, Missouri",0500000US29183,64608,196900,18652,333551,2026,10438,0,0,29183,3939,361602,2021
"St. Francois County, Missouri",0500000US29187,33428,100500,2635,62386,1037,0,0,0,29187,7199,65498,0
"St. Louis County, Missouri",0500000US29189,55110,178100,243688,722299,9577,41107,0,684,29189,3152,998881,5580
"St. Louis city, Missouri",0500000US29510,32688,120900,161332,150858,2016,10823,0,0,29510,5553,319156,1401
"Cascade County, Montana",0500000US30013,41871,158300,1414,75800,4939,1107,0,413,30013,4554,81519,283
"Flathead County, Montana",0500000US30029,41854,227300,0,88744,2031,1308,0,0,30029,11490,90901,395
"Gallatin County, Montana",0500000US30031,49506,254000,367,87616,1152,1624,0,625,30031,14836,89658,369
"Missoula County, Montana",0500000US30063,45596,238800,853,104845,4214,1942,0,0,30063,10936,109494,0
"Yellowstone County, Montana",0500000US30111,48153,178600,1481,138248,8153,1642,0,0,30111,7357,148432,2244
"Douglas County, Nebraska",0500000US31055,50038,143900,67114,427440,12015,16473,0,1014,31055,2290,518777,14087
"Lancaster County, Nebraska",0500000US31109,50031,148200,12988,261872,3786,11598,0,0,31109,3084,286141,1746
"Sarpy County, Nebraska",0500000US31153,69538,162800,8343,145362,1810,5015,0,0,31153,4154,159709,3938
"Clark County, Nevada",0500000US32003,51437,170100,228479,1391955,25532,205443,0,30544,32003,2231,1954260,165339
"Washoe County, Nevada",0500000US32031,50556,215700,13550,364825,10475,30602,0,3393,32031,7001,422528,15990
"Cheshire County, New Hampshire",0500000US33005,48030,209900,680,75077,308,1512,0,0,33005,11756,77049,745
"Grafton County, New Hampshire",0500000US33009,50738,215200,1395,85174,1081,3221,0,0,33009,9840,89108,690
"Hillsborough County, New Hampshire",0500000US33011,68312,257100,10319,370847,3234,15659,0,0,33011,5282,401057,7399
"Merrimack County, New Hampshire",0500000US33013,61310,234700,2071,141629,1094,2898,0,0,33013,6044,146400,473
"Rockingham County, New Hampshire",0500000US33015,73925,281200,3890,286847,1700,6263,0,0,33015,6585,295360,557
"Strafford County, New Hampshire",0500000US33017,52212,217200,1828,117028,880,3907,0,0,33017,7345,123198,1598
"Atlantic County, New Jersey",0500000US34001,52571,238400,46524,190637,1347,23147,0,0,34001,6119,274685,19861
"Bergen County, New Jersey",0500000US34003,77389,463800,55449,679665,3429,140474,0,1025,34003,6647,906541,44275
"Burlington County, New Jersey",0500000US34005,74329,265500,82454,344329,3404,23573,0,728,34005,5467,449149,9005
"Camden County, New Jersey",0500000US34007,57352,218300,106386,336458,3833,30617,0,510,34007,3906,513607,52730
"Cape May County, New Jersey",0500000US34009,53392,327300,5051,90116,1860,1149,0,0,34009,16939,97253,438
"Cumberland County, New Jersey",0500000US34011,51619,177600,36272,102071,3446,2606,0,0,34011,6982,157149,20589
"Essex County, New Jersey",0500000US34013,52394,374000,342588,376170,13186,40719,0,398,34013,6181,784228,52448
"Gloucester County, New Jersey",0500000US34015,70514,232100,32820,244613,1774,9254,0,0,34015,4404,288581,7064
"Hudson County, New Jersey",0500000US34017,54817,352600,92148,341255,3470,92451,0,441,34017,7736,635294,127438
"Hunterdon County, New Jersey",0500000US34019,97874,411400,3836,119019,702,4676,0,350,34019,15336,128373,1739
"Mercer County, New Jersey",0500000US34021,70956,293600,78219,234950,2253,35361,0,494,34021,7804,366789,23355
"Middlesex County, New Jersey",0500000US34023,76443,341300,84750,530236,5816,183045,0,590,34023,3322,810986,29779
"Monmouth County, New Jersey",0500000US34025,80816,399900,54670,539418,5461,35577,0,0,34025,8766,630966,13740
"Morris County, New Jersey",0500000US34027,91469,444100,17127,411105,2702,47919,0,0,34027,8101,492694,21059
"Ocean County, New Jersey",0500000US34029,57128,279200,21161,534265,3509,12143,0,1258,34029,5285,577603,18090
"Passaic County, New Jersey",0500000US34031,53993,365200,65264,346970,2733,28748,0,1256,34031,5770,501860,66998
"Salem County, New Jersey",0500000US34033,56357,196100,10727,54649,0,490,0,0,34033,8418,66058,1034
"Somerset County, New Jersey",0500000US34035,94270,398200,30411,232377,1935,49044,0,0,34035,10553,324194,18871
"Sussex County, New Jersey",0500000US34037,84115,293700,3638,142290,430,3589,0,0,34037,8480,149239,1636
"Union County, New Jersey",0500000US34039,66665,378300,119680,327069,2704,26690,0,0,34039,7173,537661,71578
"Warren County, New Jersey",0500000US34041,71832,287700,4746,100733,299,3170,0,0,34041,9792,108714,1229
"Bernalillo County, New Mexico",0500000US35001,47624,192800,25743,491496,38457,20004,0,754,35001,3139,664639,116775
"Chaves County, New Mexico",0500000US35005,34325,93400,0,57085,1026,0,0,0,35005,11956,65779,6889
"Do�a Ana County, New Mexico",0500000US35013,35230,145600,3929,193096,3456,2912,0,0,35013,9758,210538,11433
"McKinley County, New Mexico",0500000US35031,29369,60800,1066,12613,55193,817,0,194,35031,7100,71797,3810
"Sandoval County, New Mexico",0500000US35043,51959,174000,3840,101272,19246,2452,0,0,35043,7599,132330,8969
"San Juan County, New Mexico",0500000US35045,45127,153200,0,75845,50128,653,0,0,35045,14048,130145,5430
"Santa Fe County, New Mexico",0500000US35049,47080,284800,2184,126566,5497,2917,0,0,35049,18138,144606,12880
"Valencia County, New Mexico",0500000US35061,39241,135200,1208,44327,3005,960,0,0,35061,9066,76759,29807
"Albany County, New York",0500000US36001,53965,213300,42699,243227,1572,16601,0,250,36001,6723,303833,6363
"Bronx County, New York",0500000US36005,32568,388900,517978,346285,15361,58884,0,2330,36005,11325,1386657,506485
"Broome County, New York",0500000US36007,44473,107300,11315,182551,1213,8145,0,0,36007,4664,200272,2263
"Cattaraugus County, New York",0500000US36009,41578,77800,1449,75459,2991,687,0,0,36009,3929,80229,377
"Cayuga County, New York",0500000US36011,49136,102400,2934,74750,526,1986,0,0,36011,6835,79978,621
"Chautauqua County, New York",0500000US36013,40443,84300,4723,127398,1669,938,0,0,36013,3760,134768,2533
"Chemung County, New York",0500000US36015,47643,92100,8007,81355,1125,1183,0,0,36015,6155,88824,0
"Clinton County, New York",0500000US36019,43600,131100,3687,77011,0,1095,0,0,36019,10373,82115,440
"Dutchess County, New York",0500000US36027,69613,299100,34171,243351,2091,12408,0,0,36027,7487,297577,12794
"Erie County, New York",0500000US36029,46816,123700,131612,754407,11021,28493,0,0,36029,1981,918652,15385
"Jefferson County, New York",0500000US36045,43557,128200,6828,104947,1450,2701,0,0,36045,9923,116582,3600
"Kings County, New York",0500000US36047,42143,566700,877218,1162467,18503,282669,0,3296,36047,7643,2508340,217166
"Livingston County, New York",0500000US36051,50640,110400,1755,62512,458,1143,0,0,36051,6092,65333,603
"Madison County, New York",0500000US36053,53006,118900,1866,71201,823,811,0,0,36053,8129,73439,191
"Monroe County, New York",0500000US36055,49532,134600,121686,584583,6748,27321,0,459,36055,2409,744389,21098
"Nassau County, New York",0500000US36059,91104,463200,159426,992264,9357,114619,0,1226,36059,3393,1341245,101203
"New York County, New York",0500000US36061,63832,825900,285201,967329,12465,199791,0,2060,36061,34073,1586698,193569
"Niagara County, New York",0500000US36063,43991,107700,17375,196628,3302,2255,0,0,36063,4053,216546,1353
"Oneida County, New York",0500000US36065,47286,105600,15492,210331,3977,7533,0,921,36065,4369,234845,4980
"Onondaga County, New York",0500000US36067,50426,134700,56269,390368,7168,16976,0,642,36067,4183,467204,8023
"Ontario County, New York",0500000US36069,53567,134500,4257,103483,677,1439,0,0,36069,6626,108116,586
"Orange County, New York",0500000US36071,65891,286600,43868,290030,2874,11054,0,531,36071,5946,373355,35587
"Oswego County, New York",0500000US36075,44643,92700,1921,119692,1140,1015,0,0,36075,3659,122114,378
"Putnam County, New York",0500000US36079,81233,390400,2829,88857,936,3142,0,0,36079,18718,99713,7337
"Queens County, New York",0500000US36081,53054,464800,443398,982036,21388,550667,0,5332,36081,6497,2233841,308640
"Rensselaer County, New York",0500000US36083,51653,177200,9832,145466,3875,4129,0,0,36083,7250,159428,2252
"Richmond County, New York",0500000US36085,70560,452300,53584,361229,2408,40097,0,0,36085,7337,469363,20943
"Rockland County, New York",0500000US36087,84027,448300,41562,231720,1159,21527,0,0,36087,7696,312183,20956
"St. Lawrence County, New York",0500000US36089,40163,85300,2880,106685,1806,1809,0,0,36089,4444,111894,915
"Saratoga County, New York",0500000US36091,66212,236200,4579,212211,1520,5042,0,0,36091,8338,219960,1927
"Schenectady County, New York",0500000US36093,52331,168000,17432,127644,1651,6883,0,0,36093,4429,154889,4360
"Steuben County, New York",0500000US36101,45995,86300,2483,95143,591,1321,0,0,36101,3662,98930,448
"Suffolk County, New York",0500000US36103,81551,390800,122614,1235571,9811,58621,0,1444,36103,3663,1494434,99397
"Sullivan County, New York",0500000US36105,43578,183800,8367,63423,866,1335,0,0,36105,13401,77500,6057
"Tompkins County, New York",0500000US36109,52064,167600,5600,85146,852,10309,0,0,36109,5973,101620,1410
"Ulster County, New York",0500000US36111,51301,234300,14265,165044,1358,4187,0,0,36111,5216,182435,4481
"Warren County, New York",0500000US36113,52715,205600,789,63990,0,785,0,0,36113,11075,65697,0
"Wayne County, New York",0500000US36117,50363,104200,3585,89689,1089,466,0,0,36117,6265,93753,632
"Westchester County, New York",0500000US36119,77415,526000,150222,658151,5959,61928,0,733,36119,11294,950541,109065
"Alamance County, North Carolina",0500000US37001,41058,132900,29928,108972,1404,2263,0,0,37001,6900,151528,14407
"Brunswick County, North Carolina",0500000US37019,43884,190100,13071,93766,2220,1269,0,0,37019,17406,107992,0
"Buncombe County, North Carolina",0500000US37021,43241,192100,16404,217276,2476,3148,0,1890,37021,8698,238832,4017
"Burke County, North Carolina",0500000US37023,38131,114400,7064,79303,398,3337,0,0,37023,7068,90771,2271
"Cabarrus County, North Carolina",0500000US37025,48666,169000,27924,143238,1910,4190,0,0,37025,6382,178588,4036
"Caldwell County, North Carolina",0500000US37027,36050,107200,5217,75785,0,484,0,0,37027,6890,82998,1314
"Carteret County, North Carolina",0500000US37031,40614,197500,4660,60359,727,717,0,0,37031,16395,66685,1613
"Catawba County, North Carolina",0500000US37035,41244,130200,14907,130363,1098,5693,0,0,37035,7378,154389,5589
"Cleveland County, North Carolina",0500000US37045,38282,110200,21213,75877,504,861,0,0,37045,6499,98050,0
"Craven County, North Carolina",0500000US37049,40218,146000,24330,75796,3618,2719,0,0,37049,11981,103908,2906
"Cumberland County, North Carolina",0500000US37051,43205,126900,124179,180702,12004,10753,0,2465,37051,7856,320267,12039
"Davidson County, North Carolina",0500000US37057,39660,133400,15519,141141,1660,2845,0,0,37057,6220,162930,3417
"Durham County, North Carolina",0500000US37063,47401,177400,105516,128787,2691,13566,0,0,37063,6055,268454,25120
"Forsyth County, North Carolina",0500000US37067,43537,150500,97457,230533,3025,8142,0,0,37067,4479,351335,19372
"Gaston County, North Carolina",0500000US37071,39054,127400,33624,165215,1721,3053,0,0,37071,8748,206213,6266
"Guilford County, North Carolina",0500000US37081,42090,157900,165275,294226,7227,22092,0,0,37081,4041,489681,14621
"Harnett County, North Carolina",0500000US37085,39584,141300,26154,83917,4211,1749,0,0,37085,8897,115733,4241
"Henderson County, North Carolina",0500000US37089,43105,192600,4363,98755,0,1234,0,0,37089,17718,106978,3915
"Iredell County, North Carolina",0500000US37097,45714,173900,20264,132923,1198,3657,0,0,37097,10485,159771,3693
"Johnston County, North Carolina",0500000US37101,45988,139200,29050,137367,1291,665,0,0,37101,5329,169735,5513
"Lincoln County, North Carolina",0500000US37109,42456,152500,4796,73284,649,692,0,0,37109,13675,78450,509
"Mecklenburg County, North Carolina",0500000US37119,52188,187400,298785,554413,10738,47217,0,660,37119,4037,923427,38172
"Moore County, North Carolina",0500000US37125,47692,196500,13049,74766,560,881,0,0,37125,10915,88569,1196
"Nash County, North Carolina",0500000US37127,42967,115700,36918,55178,1494,0,0,0,37127,8728,95938,3442
"New Hanover County, North Carolina",0500000US37129,46130,223300,31850,165500,2001,3210,0,0,37129,10217,203341,3889
"Onslow County, North Carolina",0500000US37133,41787,149600,31668,140877,2290,5434,0,793,37133,6774,179471,5124
"Orange County, North Carolina",0500000US37135,48207,271500,17142,105907,1460,10150,0,0,37135,16584,134197,2584
"Pitt County, North Carolina",0500000US37147,39222,133800,59359,101985,1237,3319,0,0,37147,10447,168817,5890
"Randolph County, North Carolina",0500000US37151,38267,115200,9189,127358,1341,1674,0,0,37151,6224,141960,4803
"Robeson County, North Carolina",0500000US37155,29453,63500,34651,45095,53355,1583,0,0,37155,6025,134473,3399
"Rockingham County, North Carolina",0500000US37157,37818,102800,18092,73042,0,710,0,0,37157,8912,93641,2684
"Rowan County, North Carolina",0500000US37159,37360,128400,24114,106767,1275,1567,0,0,37159,10708,138446,6060
"Rutherford County, North Carolina",0500000US37161,35442,96000,8282,60688,0,0,0,0,37161,14963,67772,0
"Surry County, North Carolina",0500000US37171,35928,118400,2994,68358,667,847,0,0,37171,7133,73694,2130
"Union County, North Carolina",0500000US37179,65576,188200,25454,170636,1380,4231,0,0,37179,7539,202206,5392
"Wake County, North Carolina",0500000US37183,61426,232800,197734,638279,8408,56420,0,0,37183,4066,906969,28360
"Wayne County, North Carolina",0500000US37191,40787,106900,40572,71403,1160,2008,0,0,37191,8356,122907,10204
"Wilkes County, North Carolina",0500000US37193,31869,110800,3245,63486,0,0,0,0,37193,10761,69287,2377
"Wilson County, North Carolina",0500000US37195,34883,113100,32895,42118,386,585,0,0,37195,9201,81359,6528
"Burleigh County, North Dakota",0500000US38015,55489,166800,340,78081,4480,566,0,0,38015,5803,81666,0
"Cass County, North Dakota",0500000US38017,50616,155800,4086,140144,3577,4321,0,0,38017,6268,150230,1699
"Grand Forks County, North Dakota",0500000US38035,42923,148000,2031,61158,2582,1640,0,0,38035,5925,66991,592
"Allen County, Ohio",0500000US39003,41057,110200,15284,90387,684,971,0,0,39003,4319,106205,1743
