country,program,FY1946,FY1947,FY1948,FY1949,FY1950,FY1951,FY1952,FY1953,FY1954,FY1955,FY1956,FY1957,FY1958,FY1959,FY1960,FY1961,FY1962,FY1963,FY1964,FY1965,FY1966,FY1967,FY1968,FY1969,FY1970,FY1971,FY1972,FY1973,FY1974,FY1975,FY1976,FY1976tq,FY1977,FY1978,FY1979,FY1980,FY1981,FY1982,FY1983,FY1984,FY1985,FY1986,FY1987,FY1988,FY1989,FY1990,FY1991,FY1992,FY1993,FY1994,FY1995,FY1996,FY1997,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010
Sudan,Title II,,,,,,,,,,,"6,557",,"6,137","12,095","5,973",,"5,826",,"7,397,152","1,681,339","552,521","530,110","5,121","489,529","4,646","442,425","422,437","8,904,838","8,309,369","28,031,152","4,783,749","309,169","5,305,354","6,971,400","4,795,544","2,954,908","10,623,477","3,864,744","1,929,092","2,105,963","161,762,254","8,886,806","1,091,084","10,199,473","35,481,913","21,081,112","58,394,817","37,066,475","69,173,984","92,096,682","40,879,489","32,441,167","36,236,821","85,083,460","86,564,665","45,580,768","50,215,311","73,154,280","142,194,151","310,278,992","548,022,707","408,822,678","371,955,223","523,691,367","574,162,772","317,303,000"
Suriname,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,638",,"38,121","25,017"
Suriname,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,"5,585,843",,,,,,,,,,,,,,,,,,"1,006,968",,,,,,,,,,,,,,,,,,,,,,,"120,839",,"114,884",,,
Suriname,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,761",
Suriname,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,865",,"72,460","14,178","13,884","2,719",,,,,"47,567","85,602",,,,"166,905",,"52,220","7,111",,
Suriname,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119,604",,,,,,,,,,,,,,,,,,,,"163,310","5,419",,,,,,"18,000"
Suriname,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,121",,,"33,381","9,845",,,,
Suriname,Other USAID Assistance,,,,,,,,,"1,356,124","1,345,466","1,311,373","1,896,648","2,454,937","1,814,185","2,986,312","2,356,167","2,912,827","1,726,008","5,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268,976",,,,
Suriname,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"561,516","976,380","1,053,103","968,746","1,091,383","1,112,825","909,824","1,014,170","1,179,636","1,385,704","959,316","1,184,525","1,234,476","1,375,168","1,813,692","1,809,700"
Suriname,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,724,121","3,402,752","7,636,449",,"14,672,381",,,,,,,,,,,,,,
Suriname,Title II,,,,,,,,,,,"655,687","632,216",,"604,728","5,973","589,042","582,565","575,336","1,137,149","558,584","547,050","5,301",,"2,937,176","4,646",,,"404,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"412,537","1,821,247",,
Swaziland,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232,676","9,127",,,
Swaziland,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,199","95,041","82,070","603,537","77,889","69,934",,"66,366","69,525","55,000"
Swaziland,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,479,647",,,,,,,"836,102","19,373","240,176",,,,,,,,,,,,"255,294",,,,"176,769",,,,,,,
Swaziland,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,142,549","607,951","944,855","5,404,589","2,211,184","967,614","303,017"
Swaziland,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,145,275","14,785,570","43,953,557"
Swaziland,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,394","26,677",,,"43,400","98,890",,,,,,,,,,
Swaziland,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271,611",,,,,,,,"36,304",,,,"70,265"
Swaziland,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,399","5,948","15,941","39,699",,,,,,,,,,,"287,252","721,286","493,477","313,777","1,159,095","1,413,434","1,364,308"
Swaziland,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,875,301",,,"1,491,232","3,530,356",,,,,,"3,180,456",,,,,,,,,,,
Swaziland,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,367",,,,,,,,"20,656",
Swaziland,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,"489,529","4,646","4,424","422,437","404,765","377,699","3,760,276","318,917","3,092","445,080",,"15,408,001","17,646,708","20,840,262","17,474,928","11,935,289","10,836,779","14,925,497","18,564,373","14,492,892","26,788,577","11,269,408","10,782,850","12,886,086","13,693,543","10,486,148","8,881,884","14,424,040",,,,,,"4,084","19,485","6,215","33,611",,,"766,966",,"4,137,907",
Swaziland,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,000"
Swaziland,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,"1,024,114","979,059","1,393,779","1,769,702","2,112,187","2,428,592","3,399,287","2,734,747","3,189,166","618,338","3,296,559","2,751,869","3,267,350","3,122,746","2,584,322","2,555,686","2,623,564","3,043,600","3,052,492","1,858,022","2,202,755","2,524,935","2,529,736","2,105,025","2,014,845","1,750,640","2,099,782","1,925,774","1,510,520","1,043,073","153,250",,,,,,"1,379,974","1,808,540","1,314,969","1,459,624","1,237,288","1,312,184","1,622,247","1,594,900"
Swaziland,Title II,,,,,,,,,,,,,,,,"5,890","5,826","5,753","5,686","5,586","5,471","5,301",,"4,895","1,393,779","14,600,040","422,437","404,765","1,133,096","2,734,747","637,833","3,092","308,589","1,036,815","792,397","515,336","1,226,531",,"734,984","463,237",,"510,736","1,339,838","1,238,365","310,417","1,256,224","431,221",,"2,577,018",,"2,373,869",,,,,,,,,,,,"111,061",,,
Sweden,Inactive Programs,"4,706,853",,,"12,061,789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,040","374,476"
Sweden,Other USAID Assistance,,,,"340,745,528","395,150,172","157,711,234","-78,929,755","-1,372,010",,"6,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268,976",,862,,
Switzerland,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,901",,,"331,074","25,525","186,407","9,869,967"
Switzerland,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Syria,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283,729,954","52,621,238","242,697,833","237,376,000","250,169,873","231,544,509",,,,,,,,,,,,,,,,,,,,,,,,,,,,"169,244",,,
Syria,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"811,793",,,,,,,,,,,"7,428,088","26,909,758","17,399,699","21,820,764"
Syria,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255,253",,
Syria,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,648,917",,,,,,,,,,,,,,,,,
Syria,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,798",,"23,569","52,854","390,083","2,955,720","338,728","3,242,817","1,302,713","568,300"
Syria,Other USAID Assistance,,,,,,,,,,,,,,"6,047,283","44,794,686",,"143,893,665","1,150,672","2,842,872",,,,,,,,,,,,,,,"266,848",,,,,,,,,,,,,,,,,,,,,,,,"60,152",,,,,,297,,
Syria,Title I,,,,,,,,,,,,,,,"26,279,549","63,027,475","30,875,969",,"2,274,297",,,,,,,,,,,"73,154,470","58,680,653",,"42,430,960","36,969,548","46,566,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,Title II,,,,,,,"2,793,974",,"2,034,186",,"655,687","1,264,432","1,227,468","1,209,457","5,973","118,986,448","44,274,974","1,150,672","5,685,743","5,585,843","2,188,201","13,782,849","512,057","1,468,588","464,593","884,851","1,267,312","809,531",,"683,687",,"618,338","16,013,978","5,456,483","6,933,472","2,657,053","4,150,838",,,,,,,,,,,,,,,,,,,,,,,,,,"672,800","14,326,242",,
Tajikistan,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"525,839","421,067",,"344,703","890,160","322,771","1,044,396","612,608",,
Tajikistan,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"741,025","533,648",8,"40,828","166,313","1,675,569"
Tajikistan,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"264,017","24,826"
Tajikistan,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"371,214","2,357,766","1,932,760",,,,,"1,199,984"
Tajikistan,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,246,374",,,,,,,,,
Tajikistan,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"342,562","53,093","10,781",
Tajikistan,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,071,533","1,072,536","2,243,721"
Tajikistan,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,335,411","124,434","1,684,386","150,203","625,886","1,170,105","652,908","322,253",,,,,,,
Tajikistan,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,008",,,,,,,,"150,316","6,573,832",,,"8,256,561","10,529,489","8,265,003"
Tajikistan,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,091",,"414,313","3,259,571","3,679,045","2,806,445","1,136,207","449,818","3,786,514"
Tajikistan,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,395","652,594","1,690,807","3,879,138","837,084","905,911","8,293","1,607,215","904,734","3,937,813"
Tajikistan,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"664,955","21,212,882","33,818,175","9,526,152","5,178,041","18,754,728","24,441,566","30,175,118","43,052,648",,"9,176,705","10,283,190",,,,,,
Tajikistan,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111,076","67,980",,"17,274","97,131",,,"143,077","648,318","781,118","2,297,068","2,799,259","2,638,735","4,280,135","3,954,667","5,346,691","5,423,633"
Tajikistan,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,445","32,032,820","11,422,034","4,492,416","1,523,331","7,787,477","19,785,305","13,290,062","14,930,414","42,100,758","32,475,470","26,393,936","25,340,067","22,618,443","14,766,459","23,708,971","20,004,164","37,412,410"
Tajikistan,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000"
Tajikistan,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,492,055","19,849,388","37,125,622","8,551,303","14,424,412","11,786,939","11,877,604",,,,,,"1,474,259",,,,"8,166,101","5,342,165",
Tajikistan,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,642,734","5,388,505","4,827,104","1,779,644","16,078,448","31,822,570","12,012,140","9,087,395","19,715,152","15,159,166","8,852,304","176,839","5,743,257","9,679,900"
Tanzania,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,445,887","12,267,364","21,308,557","27,719,476","27,651,337","32,607,579","14,219,289","25,585,308","46,296,833",,"705,325",
Tanzania,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,574,213","25,215,692","28,906,915","13,168,082","15,943,159","10,458,093","10,413,445","14,440,502","15,123,352","23,691,192","27,625,941","50,785,241"
Tanzania,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,082,817",,,,,,,,,,,,"11,974,577","375,532",,"962,439","942,766","1,783,988","389,911","1,550,241","40,688","177,013","503,803","51,500,000"
Tanzania,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"661,043",,"3,002,747",,,,,,,
Tanzania,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,542,361","80,252,140","102,231,241","127,548,272","25,449,286","12,621,675","1,398,587"
Tanzania,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"258,295,825","286,939,426","339,760,172"
Tanzania,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,530",,"805,069","3,386,063","2,049,605","8,754,322","4,163,638","4,135,789","3,019,673","3,480,998","9,657,769","6,368,313","10,858,721","9,815,142","8,911,174"
Tanzania,Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,209,382","10,267,266","647,344,391","14,058,792","69,145,782"
Tanzania,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,205",,
Tanzania,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,147,562","2,300,507","1,956,456","612,608","65,494","1,818,994"
Tanzania,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"758,441","379,645","1,702,581","746,341","677,715","721,992","418,758","900,351","576,325","2,234,971","719,373","1,056,717","11,584,817","7,958,352","8,990,134","7,466,658","12,968,076","9,734,072","6,865,744","9,623,120","8,072,631","7,669,456"
Tanzania,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,004",,,,"53,877",,,,,"2,655,063",,"5,581,880","18,526,348","4,942,060",,,,,"8,304,204","13,488,093","2,015,400",
Tanzania,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,713",,"28,981","45,659","136,184","26,148","49,049","317,340","228,196","442,138","1,119,000"
Tanzania,Other USAID Assistance,,,,,,,,,,,,,,"6,047","11,945,250","3,534,251","14,564,136","50,629,576","43,211,650","12,288,855","13,129,204","16,433,397","12,801,427","6,363,880","13,937,787","13,715,189","8,026,310","29,143,107","23,417,312","55,720,461","22,961,995","4,019,200","19,823,863","47,860,276","55,094,729","35,262,685","46,532,851","21,440,370",,"2,213,866","70,276","359,276","65,022,441","14,300,206","15,452,033","13,982,055","57,202,267","24,652,435","32,803,950","32,350,774","40,033,543","12,586,235","12,963,381","28,056,130",,,"4,458,579","3,868,021","3,478,017","4,453,475","5,173,326","5,119,969","5,558,380","3,710,657","4,742,634","12,155,786"
Tanzania,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,705",,,,,"56,999"
Tanzania,Peace Corps,,,,,,,,,,,,,,,,,"1,747,696","1,726,008","8,528,615","13,964,608","11,488,053","8,481,753","4,608,514","1,468,588","4,646",,,,,,,,,,"568,570","751,728","1,476,140","2,863,818","2,660,217","2,496,645","3,373,238","2,617,082","1,981,450","1,999,669","1,939,305","1,990,822","1,539,014","1,478,190","2,451,399","2,964,331","2,333,081","2,236,871","2,427,114","2,757,499","2,997,155","2,914,125","2,642,647","3,190,486","3,325,608","2,924,227","2,317,703","2,373,055","2,203,685","2,244,127","3,214,265","3,241,900"
Tanzania,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,980,092","13,713,414",,"22,550,720","17,233,925",,"17,729,446","16,138,561","10,069,683","9,645,458",,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,Title II,,,,,,,,,,,,,"6,137","604,728","5,973","10,013,711","53,596,021","17,260,083","9,097,190","11,171,687","16,958,555","10,602,192","13,825,541","9,790,585","8,362,672","11,503,062","5,069,248","6,476,246","9,820,163","54,694,931","62,507,653","11,748,430","30,663,045","4,908,889","6,202,820","5,900,359","15,688,833","5,187,901","2,936,077","7,311,338","13,534,396","2,488,517","9,773,438","9,576,135","1,412,876",,,,,,"1,529,555",,,"14,175,123","40,616,294","5,842,895","35,775,891","6,101,504","26,947,798","20,899,319","18,766,464","15,135,819","12,251,815","14,969,634","10,309,428","6,129,400"
Thailand,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183,432","2,165,488","2,199,258","211,900","852,328",,"1,564,748","52,692",,
Thailand,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"275,950","494,916","20,888",,,"14,783"
Thailand,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,419,876","3,873,237","2,512,183","574,998","364,853","537,952","417,759","429,709","504,472","10,650,000"
Thailand,Economic Support Fund/Security Support Assistance,,,,,,"60,322,730","41,909,605","31,556,227","44,074,040","281,875,030","193,427,519","189,664,773","123,360,563","120,945,652","110,493,559","116,630,281","92,045,340","58,108,945","38,663,056","67,588,705","164,115,044","192,429,776","184,340,543","122,382,314","87,808,058","75,212,326","62,520,729","42,905,129","19,262,627",,,,,,,"4,727,852","4,303,616","10,069,683","11,188,731","16,957,466","14,415,547","8,805,793","8,577,706","8,311,174","8,000,431","3,918,371",,,,,,,,"5,820,237",,"50,071","459,505","6,129,041","-9,462","809,158","1,958,602","26,898","1,312,119","522,286","3,107,355","4,925,600"
Thailand,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,194","143,833","129,401","269,968","35,541",
Thailand,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,487,400","1,440,998","1,492,965"
Thailand,Inactive Programs,"58,364,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,928,278","10,375,343","4,335,077","2,405,387","3,789,930","10,465,161","3,744,951","1,754,298","4,576,554","14,283,821","11,769,744","21,685,914","26,154,975","27,446,202","32,086,744"
Thailand,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,417,312","3,076,590","5,421,582","3,092","10,578,068","4,055,532","5,009,080","4,432,361","5,358,002","5,927,016","6,578,202","5,590,476","4,872,455","6,340,171","8,128,234","6,540,894","6,640,358","5,401,456","5,947,882","5,796,822","5,671,254","4,165,336","2,447,287","2,000,779","4,230,749","2,586,772","3,446,472","3,755,316","5,007,700","4,812,196","4,360,294","4,982,963","5,068,117","10,427,511","1,286,922","3,625,817","5,825,869","3,855,581"
Thailand,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,340,295","1,527,162","1,553,060","781,982",,,"1,560,751","2,397,480","1,357,458","518,603","766,676","2,178,985"
Thailand,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"659,408","273,440",,"1,362,680","2,764,279","1,418,883","2,596,762","1,560,057","8,930,775","1,166,179","16,561,981","17,892,032","18,091,285","13,364,196","19,565,739","19,806,804"
Thailand,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111,533","217,381","127,212","261,771","131,882","158,184","176,826","304,607","284,333","187,766","6,114","16,241","26,515","10,737","114,386","37,226","2,559,579","2,855,980","1,128,519","991,969"
Thailand,Other USAID Assistance,,,,,,"4,360,679","8,381,921","13,034,094","15,595,430","30,945,707","32,784,325","28,449,716","96,969,994","150,577,337","28,668,599","32,397,300","122,921,309","41,999,535","34,683,035","154,169,277","73,304,720","90,118,628","54,790,106","51,400,572","35,309,061","24,333,400","11,405,809","42,500,364","7,553,971","14,015,576","41,140,241","2,782,523","37,870,374","20,822,472","55,596,409","56,734,226","52,030,721","52,692,639","32,408,738","49,733,839","50,261,605","45,955,672","37,374,780","33,018,633","28,583,941","17,838,695","4,492,138","3,518,671","11,046,185","7,410,132","319,507","2,491,637",,"1,067,043",,,"61,144",,"1,615,159","267,373","4,973,960","345,057","68,418",,"193,256","293,160"
Thailand,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234,491",,,,,,,"87,803"
Thailand,Peace Corps,,,,,,,,,,,,,,,,,"4,660,524","8,054,705","6,822,892","12,288,855","16,958,555","12,192,520","8,704,970","6,363,880","6,039,708","6,636,382","7,181,435","6,476,246","6,798,574","5,811,336","4,464,832","1,236,677","3,999,786","5,086,787","4,862,435","4,108,504","4,576,896","4,533,371","5,303,073","5,555,128","5,728,378","5,441,980","5,311,315","5,530,255","6,417,946","4,813,469","5,308,485","4,940,342","5,275,684","5,242,769","4,183,502","2,559,664","1,897,943","1,030,829","1,470,495","1,474,587","1,398,977","1,524,263","2,142,437","2,114,176","2,131,578","1,946,782","2,094,106","2,069,801","2,710,462","2,884,800"
Thailand,Title I,,,,,,,,,,"4,709,129",,"6,322,159",,,"11,347,987",,,,,,,,,,,,"59,141,230","64,762,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,Title II,,,,,,,"6,985",,,,"6,557",,"613,734","604,728","597,262","589,042","582,565","575,336","568,574","564,170","1,094,100","1,590,329","4,608,514","2,937,176","5,575,115","1,327,276","3,379,499","1,619,061",,"3,418",,,,"61,153",,,,,,,,,,,"2,008,108","4,077,328","2,847,548",,,,,,,,,,,,,,"19,851",,,,,
Timor-Leste,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278,175","1,188,874","1,422,744",,,
Timor-Leste,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,220",,"33,614",
Timor-Leste,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183,432","451,041","-12,691",,"898,430","217,333","960,613","5,028,500","19,575,350","19,446,702"
Timor-Leste,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"893,530","26,356,056","22,444,875","26,630,766","26,059,272","18,409,369","26,000,545","22,898,759","22,326,595","20,441,068","7,246,069","5,524,377"
Timor-Leste,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,576"
Timor-Leste,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"977,954","1,002,695","1,942,276"
Timor-Leste,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,258,074","2,997,079","204,518",,,,,,,,
Timor-Leste,Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,474","188,668","105,100","103,744","10,500,532"
Timor-Leste,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,137","239,773",869,"608,336"
